timens,GPSnumSat,GPScoord0,GPScoord1,GPSaltitude,GPSspeedms,GPSgroundcourse
0D00:02:39.556872000,7,1.329167,103.786,22,10.9,10
0D00:02:39.757263000,7,1.329186,103.786,22,10.94,13.7
0D00:02:39.957194000,7,1.329205,103.786,22,10.97,19.7
0D00:02:40.157235000,7,1.329223,103.786,22,11.64,27.2
0D00:02:40.437746000,7,1.329239,103.786,22,11.57,34.2
0D00:02:40.557815000,7,1.329252,103.7861,23,11.24,40.7
0D00:02:40.758305000,7,1.329262,103.7861,23,10.58,49.8
0D00:02:40.958418000,7,1.329265,103.7861,23,9.59,65.9
0D00:02:41.158719000,7,1.329263,103.7861,23,8.39,86.3
0D00:02:41.439091000,7,1.329256,103.7861,23,7.39,98.8
0D00:02:41.559326000,7,1.329248,103.7861,22,6.31,109.9
0D00:02:41.760006000,7,1.329238,103.7861,21,6.01,122.6
0D00:02:41.960089000,7,1.32923,103.7861,21,5.94,139
0D00:02:42.160517000,7,1.329225,103.7861,21,4.01,161.6
0D00:02:42.440840000,7,1.329225,103.7861,21,4.2,211.9
0D00:02:42.560846000,7,1.329228,103.7861,21,4.6,253.2
0D00:02:42.760794000,7,1.329232,103.7861,22,4.44,274.3
0D00:02:42.961102000,7,1.329237,103.7861,22,4.31,286.9
0D00:02:43.171136000,7,1.329243,103.7861,22,4.08,307.4
0D00:02:43.441533000,7,1.32925,103.7861,22,3.68,331.4
0D00:02:43.561354000,7,1.329257,103.7861,22,4.22,5.5
0D00:02:43.761812000,7,1.329264,103.7861,22,5.29,30
0D00:02:43.961782000,7,1.329268,103.7861,22,6.16,45.7
0D00:02:44.161866000,7,1.329268,103.7861,22,6.81,61.6
0D00:02:44.442069000,7,1.329264,103.7861,22,7.22,84.2
0D00:02:44.562514000,7,1.329256,103.7862,21,7.33,95.2
0D00:02:44.762388000,7,1.329244,103.7862,21,7.37,118.4
0D00:02:44.962606000,7,1.32923,103.7862,22,7.63,159.7
0D00:02:45.152391000,6,1.32923,103.7862,22,7.71,181.8
0D00:02:45.162565000,6,1.329219,103.7861,22,7.71,181.8
0D00:02:45.442603000,6,1.32921,103.7861,22,7.34,203.2
0D00:02:45.552616000,7,1.32921,103.7861,22,6.21,220.3
0D00:02:45.562776000,7,1.329205,103.7861,22,6.21,220.3
0D00:02:45.763100000,7,1.329205,103.7861,22,4.8,231.5
0D00:02:45.963183000,7,1.329208,103.7861,22,3.53,243.1
0D00:02:46.163272000,7,1.329212,103.7861,22,3,267.1
0D00:02:46.443835000,7,1.329219,103.7861,22,3.18,299.2
0D00:02:46.573926000,7,1.329228,103.7861,22,4.54,328.3
0D00:02:46.763683000,7,1.329238,103.7861,23,5.83,1.5
0D00:02:46.964242000,7,1.329248,103.7861,23,6.41,19.6
0D00:02:47.164542000,7,1.329253,103.7861,23,7.13,33.1
0D00:02:47.444719000,7,1.329252,103.7861,23,7.24,58.6
0D00:02:47.565106000,7,1.329245,103.7862,23,6.42,97.3
0D00:02:47.775480000,7,1.329237,103.7862,23,5.35,116.3
0D00:02:47.975937000,7,1.32923,103.7862,23,4.8,128.3
0D00:02:48.175991000,7,1.329226,103.7861,22,3.85,157
0D00:02:48.456437000,7,1.329224,103.7861,22,4.8,218
0D00:02:48.576720000,7,1.329224,103.7861,22,4.84,251.9
0D00:02:48.776729000,7,1.329229,103.7861,22,4.72,269.8
0D00:02:48.977142000,7,1.329236,103.7861,22,4.37,296.4
0D00:02:49.177468000,7,1.329243,103.7861,22,4.37,328.8
0D00:02:49.457572000,7,1.329248,103.7861,22,4.43,355.6
0D00:00:36.347723000,15,1.329416,103.7862,25,0.07,0
0D00:00:36.586040000,15,1.329416,103.7862,25,0.05,0
0D00:00:36.786263000,15,1.329416,103.7862,25,0.02,0
0D00:00:36.986400000,15,1.329416,103.7862,25,0.08,0
0D00:00:37.266452000,15,1.329416,103.7862,25,0.08,0
0D00:00:37.396967000,15,1.329416,103.7862,25,0.05,0
0D00:00:37.596866000,15,1.329416,103.7862,25,0.11,0
0D00:00:37.796952000,15,1.329416,103.7862,25,0.08,0
0D00:00:37.997260000,15,1.329416,103.7862,25,0.05,0
0D00:00:38.267731000,15,1.329416,103.7862,25,0.11,0
0D00:00:38.388093000,15,1.329414,103.7862,25,0.27,0
0D00:00:38.588449000,15,1.329411,103.7862,26,1.42,171.5
0D00:00:38.798742000,15,1.329403,103.7862,27,2.47,176.8
0D00:00:38.988881000,16,1.329403,103.7862,27,5,172.4
0D00:00:38.999040000,16,1.329393,103.7862,28,5,172.4
0D00:00:39.269047000,16,1.32938,103.7862,29,6.75,171.1
0D00:00:39.399759000,16,1.329366,103.7862,30,8.14,160.7
0D00:00:39.579847000,15,1.329366,103.7862,30,9.4,149.8
0D00:00:39.599711000,15,1.329351,103.7862,31,9.4,149.8
0D00:00:39.799599000,15,1.329334,103.7862,32,11.81,139.7
0D00:00:40.000042000,15,1.329315,103.7862,32,15.1,133.7
0D00:00:40.270272000,15,1.329296,103.7863,33,17.74,127
0D00:00:40.400002000,15,1.329278,103.7863,34,19.61,120.9
0D00:00:40.580154000,16,1.329278,103.7863,34,22,115.2
0D00:00:40.600477000,16,1.32926,103.7863,34,22,115.2
0D00:00:40.800224000,16,1.329243,103.7864,34,26.02,112.5
0D00:00:41.000744000,16,1.329225,103.7865,34,32.41,107.7
0D00:00:41.270568000,16,1.329206,103.7865,34,39.48,105
0D00:00:41.400606000,16,1.329187,103.7866,35,45.79,103.1
0D00:00:41.600844000,16,1.329169,103.7867,35,50.6,101.9
0D00:00:41.801438000,16,1.329152,103.7868,37,53.29,100.1
0D00:00:42.001254000,16,1.329137,103.7869,39,54.09,99.3
0D00:00:42.271458000,16,1.329122,103.787,40,52.68,99.1
0D00:00:42.401431000,16,1.329108,103.7871,42,52.64,99
0D00:00:42.601648000,16,1.329094,103.7872,43,52.42,98.5
0D00:00:42.801587000,16,1.329082,103.7873,45,51.12,98.2
0D00:00:43.001645000,16,1.329071,103.7874,46,50.43,97.6
0D00:00:43.281772000,16,1.329061,103.7874,48,49.86,96.9
0D00:00:43.402110000,16,1.329052,103.7875,50,48.83,95.8
0D00:00:43.602496000,16,1.329039,103.7876,52,47.06,96.5
0D00:00:43.802530000,16,1.329018,103.7877,53,45.23,100.9
0D00:00:44.013086000,16,1.328988,103.7877,56,42.27,109.1
0D00:00:44.283387000,16,1.328952,103.7878,58,37.05,120.3
0D00:00:44.403364000,16,1.328916,103.7878,60,31.37,131.4
0D00:00:44.594053000,15,1.328916,103.7878,60,24.48,141.3
0D00:00:44.604221000,15,1.328885,103.7879,61,24.48,141.3
0D00:00:44.804183000,15,1.328858,103.7879,62,17.5,156.7
0D00:00:45.004622000,15,1.328835,103.7878,63,13.94,180
0D00:00:45.285049000,15,1.328813,103.7878,64,14.48,209
0D00:00:45.404921000,15,1.328797,103.7878,65,16.96,228.6
0D00:00:45.605254000,15,1.328787,103.7878,66,20.61,248.3
0D00:00:45.805599000,15,1.328782,103.7877,66,25.92,260.6
0D00:00:46.005576000,15,1.328782,103.7876,67,30.35,267.3
0D00:00:46.285799000,15,1.328785,103.7876,67,34.67,271.5
0D00:00:46.395803000,14,1.328785,103.7876,67,39,273.6
0D00:00:46.406004000,14,1.328793,103.7875,68,39,273.6
0D00:00:46.596319000,13,1.328793,103.7875,68,43.13,277
0D00:00:46.606004000,13,1.328804,103.7874,68,43.13,277
0D00:00:46.796302000,14,1.328804,103.7874,68,46.97,278.3
0D00:00:46.806447000,14,1.328817,103.7873,68,46.97,278.3
0D00:00:47.006691000,14,1.328831,103.7872,68,50.39,278.2
0D00:00:47.287364000,14,1.328846,103.7871,68,52.88,278.7
0D00:00:47.407316000,14,1.328861,103.7871,68,54.15,279
0D00:00:47.607494000,14,1.328873,103.787,67,55.05,278
0D00:00:47.807438000,14,1.328882,103.7868,66,55.64,275.7
0D00:00:48.007185000,14,1.328888,103.7867,65,56.01,274
0D00:00:48.287461000,14,1.328891,103.7866,63,56.35,272.4
0D00:00:48.407508000,14,1.328891,103.7865,62,56.76,270.8
0D00:00:48.597773000,15,1.328891,103.7865,62,57.04,269.6
0D00:00:48.607999000,15,1.328889,103.7864,61,57.04,269.6
0D00:00:48.807936000,15,1.328886,103.7863,59,57,268.6
0D00:00:49.008259000,15,1.328881,103.7862,58,55.32,267.7
0D00:00:49.288327000,15,1.328875,103.7861,57,53.42,267.1
0D00:00:49.398334000,14,1.328875,103.7861,57,51.85,265.7
0D00:00:49.408540000,14,1.328866,103.786,57,51.85,265.7
0D00:00:49.598269000,13,1.328866,103.786,57,50.3,262.9
0D00:00:49.608448000,13,1.32885,103.786,57,50.3,262.9
0D00:00:49.798727000,12,1.32885,103.786,57,48.94,257
0D00:00:49.808395000,12,1.328825,103.7859,58,48.94,257
0D00:00:50.008847000,12,1.328791,103.7858,59,47.23,250.1
0D00:00:50.198541000,13,1.328791,103.7858,59,44.42,241.5
0D00:00:50.288976000,13,1.328751,103.7857,60,44.42,241.5
0D00:00:50.399069000,14,1.328751,103.7857,60,41.06,234.9
0D00:00:50.409219000,14,1.328706,103.7857,61,41.06,234.9
0D00:00:50.609267000,14,1.328659,103.7856,63,36.71,226.7
0D00:00:50.799384000,15,1.328659,103.7856,63,31.71,216.9
0D00:00:50.809584000,15,1.328614,103.7856,64,31.71,216.9
0D00:00:51.019693000,15,1.328573,103.7856,65,26.8,206.7
0D00:00:51.289990000,15,1.328538,103.7856,67,21.74,194.1
0D00:00:51.410044000,15,1.32851,103.7856,68,17.39,175.1
0D00:00:51.600232000,14,1.32851,103.7856,68,15.66,152.3
0D00:00:51.610378000,14,1.328488,103.7856,70,15.66,152.3
0D00:00:51.820303000,14,1.32847,103.7856,71,16.28,133.4
0D00:00:52.020707000,14,1.328456,103.7857,73,17.93,119.4
0D00:00:52.200787000,16,1.328456,103.7857,73,20.51,111.3
0D00:00:52.300726000,16,1.328443,103.7857,75,20.51,111.3
0D00:00:52.421408000,16,1.328433,103.7858,76,23.06,106.3
0D00:00:52.620793000,16,1.328424,103.7858,77,25.37,102.9
0D00:00:52.821108000,16,1.328418,103.7858,78,27.46,99.1
0D00:00:53.021059000,16,1.328413,103.7859,78,28.95,96.7
0D00:00:53.301451000,16,1.328412,103.786,78,30.54,94
0D00:00:53.421545000,16,1.328412,103.786,77,34.27,91.6
0D00:00:53.621417000,16,1.328416,103.7861,76,40.19,88.9
0D00:00:53.821372000,16,1.328422,103.7862,76,45.77,86.6
0D00:00:54.021552000,16,1.328431,103.7863,74,50.78,85.2
0D00:00:54.301777000,16,1.328442,103.7864,73,54.21,84.1
0D00:00:54.422126000,16,1.328454,103.7865,72,56.28,83.3
0D00:00:54.621834000,16,1.328469,103.7866,70,57.78,82.6
0D00:00:54.822441000,16,1.328483,103.7867,69,58.84,82.2
0D00:00:55.022347000,16,1.328499,103.7868,68,59.49,81.6
0D00:00:55.302683000,16,1.328516,103.7869,67,59.84,81.1
0D00:00:55.422703000,16,1.328534,103.787,66,59.84,80.8
0D00:00:55.623194000,16,1.328552,103.7871,66,59.76,80.4
0D00:00:55.823415000,16,1.328572,103.7872,66,59.55,79.8
0D00:00:56.023525000,16,1.328593,103.7873,67,59.34,79.4
0D00:00:56.303281000,16,1.328615,103.7874,68,58.04,78
0D00:00:56.423468000,16,1.32864,103.7875,68,54.95,76.3
0D00:00:56.623434000,16,1.328667,103.7876,69,51.46,73.8
0D00:00:56.823943000,16,1.328699,103.7877,70,47.24,69.6
0D00:00:57.003988000,15,1.328699,103.7877,70,42.58,62.8
0D00:00:57.023865000,15,1.328736,103.7877,70,42.58,62.8
0D00:00:57.213682000,16,1.328736,103.7877,70,37.58,54.1
0D00:00:57.303850000,16,1.328778,103.7878,70,37.58,54.1
0D00:00:57.424014000,16,1.328821,103.7878,71,33.48,45.2
0D00:00:57.624179000,16,1.328863,103.7878,71,29.34,34.6
0D00:00:57.824022000,16,1.328901,103.7878,71,24.2,21.6
0D00:00:58.004430000,15,1.328901,103.7878,71,19.03,5.9
0D00:00:58.024296000,15,1.328933,103.7878,72,19.03,5.9
0D00:00:58.204317000,13,1.328933,103.7878,72,16.75,343.5
0D00:00:58.304830000,13,1.328957,103.7878,73,16.75,343.5
0D00:00:58.424612000,13,1.328972,103.7878,74,14.73,319.1
0D00:00:58.624988000,13,1.328979,103.7878,75,14.71,294.8
0D00:00:58.825205000,13,1.328979,103.7877,76,17.64,275.8
0D00:00:59.015022000,14,1.328979,103.7877,76,21.1,264.2
0D00:00:59.025180000,14,1.328972,103.7877,76,21.1,264.2
0D00:00:59.305015000,14,1.328961,103.7877,76,24.69,257.6
0D00:00:59.425375000,14,1.328946,103.7876,76,27.53,254.7
0D00:00:59.625849000,14,1.328929,103.7876,76,30.14,253.2
0D00:00:59.816036000,15,1.328929,103.7876,76,32.27,252.3
0D00:00:59.825709000,15,1.328911,103.7875,75,32.27,252.3
0D00:01:00.026155000,15,1.328892,103.7874,74,35.55,253.2
0D00:01:00.306623000,15,1.328872,103.7873,73,41.06,254.8
0D00:01:00.426623000,15,1.328854,103.7873,71,47.3,256.8
0D00:01:00.617009000,16,1.328854,103.7873,71,52.93,259.6
0D00:01:00.627248000,16,1.328838,103.7872,70,52.93,259.6
0D00:01:00.827416000,16,1.328824,103.7871,69,57.18,261.6
0D00:01:01.037805000,16,1.328814,103.7869,68,60.08,263.7
0D00:01:01.307771000,16,1.328807,103.7868,67,62.21,265.7
0D00:01:01.428057000,16,1.328804,103.7867,66,63.69,267.1
0D00:01:01.628374000,16,1.328806,103.7866,66,64.04,269.9
0D00:01:01.828272000,16,1.328812,103.7865,67,64.15,271.7
0D00:01:02.028227000,16,1.328818,103.7864,67,64.11,273
0D00:01:02.318767000,16,1.328827,103.7863,68,64.35,273.8
0D00:01:02.428631000,16,1.328836,103.7861,69,64.32,274.3
0D00:01:02.628655000,16,1.328846,103.786,70,64.32,274.9
0D00:01:02.828887000,16,1.328852,103.7859,71,62.17,274.6
0D00:01:03.038984000,16,1.328849,103.7858,72,57.59,272
0D00:01:03.319469000,16,1.328837,103.7857,73,51.71,265.1
0D00:01:03.429621000,16,1.328816,103.7857,74,47.96,259.2
0D00:01:03.629500000,16,1.328791,103.7856,74,40.84,250.5
0D00:01:03.829569000,16,1.328762,103.7856,75,33.31,244.7
0D00:01:04.019776000,15,1.328762,103.7856,75,26.27,231.9
0D00:01:04.029683000,15,1.328734,103.7855,75,26.27,231.9
0D00:01:04.219977000,14,1.328734,103.7855,75,20.8,224
0D00:01:04.319880000,14,1.328707,103.7855,75,20.8,224
0D00:01:04.430272000,14,1.328685,103.7855,75,16.04,208
0D00:01:04.620131000,15,1.328685,103.7855,75,10.41,179.7
0D00:01:04.640507000,15,1.328666,103.7855,75,10.41,179.7
0D00:01:04.820128000,14,1.328666,103.7855,75,12.13,142.2
0D00:01:04.840219000,14,1.32865,103.7855,75,12.13,142.2
0D00:01:05.040303000,14,1.328639,103.7855,75,14.28,121.6
0D00:01:05.320673000,14,1.328631,103.7856,75,17.63,106.9
0D00:01:05.420670000,15,1.328631,103.7856,75,21.23,99.1
0D00:01:05.440528000,15,1.328626,103.7856,75,21.23,99.1
0D00:01:05.640765000,15,1.328623,103.7857,75,24.35,94.8
0D00:01:05.841075000,15,1.328622,103.7857,75,27.32,92.5
0D00:01:06.041105000,15,1.328621,103.7858,74,29.58,91.4
0D00:01:06.321429000,15,1.328623,103.7858,73,32.3,89.5
0D00:01:06.441666000,15,1.328626,103.7859,72,37.57,87.9
0D00:01:06.641612000,15,1.328632,103.786,72,44.14,86.3
0D00:01:06.841772000,15,1.32864,103.7861,71,49.89,85.5
0D00:01:07.032056000,15,1.328649,103.7862,71,54.35,85
0D00:01:07.312616000,15,1.328659,103.7863,71,57.59,84.3
0D00:01:07.442454000,15,1.328671,103.7864,71,59.44,84
0D00:01:07.642700000,15,1.328683,103.7865,71,60.75,83.8
0D00:01:07.842510000,15,1.328695,103.7866,72,61.66,83.5
0D00:01:08.043024000,15,1.328709,103.7867,73,62.03,83.2
0D00:01:08.312894000,15,1.328722,103.7868,74,62,83
0D00:01:08.443261000,15,1.328738,103.7869,76,61.57,82.7
0D00:01:08.623140000,14,1.328738,103.7869,76,55.16,79.8
0D00:01:08.643029000,14,1.328759,103.787,77,55.16,79.8
0D00:01:08.843135000,14,1.328785,103.7871,78,47.31,73.5
0D00:01:09.023153000,15,1.328785,103.7871,78,39.69,66.8
0D00:01:09.043527000,15,1.328812,103.7872,79,39.69,66.8
0D00:01:09.313684000,15,1.328839,103.7872,80,34.07,64.6
0D00:01:09.443456000,15,1.328864,103.7873,80,27.91,58.8
0D00:01:09.633886000,15,1.328887,103.7873,80,22.48,54.1
0D00:01:09.844317000,15,1.328906,103.7873,79,18.85,51.3
0D00:01:10.023999000,14,1.328906,103.7873,79,14.39,47.1
0D00:01:10.044379000,14,1.328924,103.7873,78,14.39,47.1
0D00:01:10.224308000,13,1.328924,103.7873,78,11.56,32.2
0D00:01:10.314466000,13,1.328939,103.7873,77,11.56,32.2
0D00:01:10.444473000,13,1.328951,103.7873,75,8.04,18.2
0D00:01:10.644599000,13,1.32896,103.7873,73,5.64,353
0D00:01:10.834636000,14,1.32896,103.7873,73,5.62,319.1
0D00:01:10.844801000,14,1.328966,103.7873,71,5.62,319.1
0D00:01:11.044865000,14,1.328968,103.7873,69,7.56,291
0D00:01:11.324927000,14,1.328964,103.7873,67,10.46,266.9
0D00:01:11.425104000,13,1.328964,103.7873,67,14.23,256
0D00:01:11.444926000,13,1.328955,103.7873,65,14.23,256
0D00:01:11.644978000,13,1.328943,103.7872,63,18,251.8
0D00:01:11.825360000,14,1.328943,103.7872,63,21.69,247.2
0D00:01:11.845421000,14,1.328926,103.7872,61,21.69,247.2
0D00:01:12.025547000,13,1.328926,103.7872,61,24.51,246.9
0D00:01:12.045370000,13,1.328907,103.7871,60,24.51,246.9
0D00:01:12.225277000,14,1.328907,103.7871,60,26.42,245.2
0D00:01:12.315623000,14,1.328887,103.7871,59,26.42,245.2
0D00:01:12.425554000,15,1.328887,103.7871,59,27.14,246
0D00:01:12.445383000,15,1.328868,103.787,58,27.14,246
0D00:01:12.635691000,14,1.328868,103.787,58,27.66,247.3
0D00:01:12.645832000,14,1.328849,103.787,57,27.66,247.3
0D00:01:12.846044000,14,1.328833,103.787,57,28.56,250.4
0D00:01:13.035804000,15,1.328833,103.787,57,29.34,252.8
0D00:01:13.055758000,15,1.328817,103.7869,57,29.34,252.8
0D00:01:13.235944000,14,1.328817,103.7869,57,30.75,254.2
0D00:01:13.326152000,14,1.328803,103.7868,57,30.75,254.2
0D00:01:13.446653000,14,1.328791,103.7868,57,32.11,257.3
0D00:01:13.646583000,14,1.328781,103.7867,58,33.96,259.6
0D00:01:13.836960000,15,1.328781,103.7867,58,35.9,261.2
0D00:01:13.846616000,15,1.328771,103.7867,59,35.9,261.2
0D00:01:14.037018000,14,1.328771,103.7867,59,38.11,262.3
0D00:01:14.047200000,14,1.328763,103.7866,60,38.11,262.3
0D00:01:14.236974000,15,1.328763,103.7866,60,38.39,263.3
0D00:01:14.327140000,15,1.328755,103.7865,61,38.39,263.3
0D00:01:14.447397000,15,1.328748,103.7865,62,37.79,263.9
0D00:01:14.647498000,15,1.328743,103.7864,63,37.84,264.7
0D00:01:14.847634000,15,1.328742,103.7863,63,37.19,267.6
0D00:01:15.057687000,15,1.328745,103.7863,63,36.59,271.1
0D00:01:15.327835000,15,1.328749,103.7862,62,36.22,273.2
0D00:01:15.447939000,15,1.328755,103.7861,62,35.1,275.3
0D00:01:15.648023000,15,1.328763,103.7861,61,34.95,276.7
0D00:01:15.847939000,15,1.328771,103.786,60,35.36,277.9
0D00:01:16.048102000,15,1.328779,103.7859,59,34.63,278
0D00:01:16.328242000,15,1.328785,103.7859,57,34.94,277.3
0D00:01:16.438388000,14,1.328785,103.7859,57,34.82,273.6
0D00:01:16.448035000,14,1.328786,103.7858,55,34.82,273.6
0D00:01:16.658357000,14,1.32878,103.7858,53,34.82,269.1
0D00:01:16.838500000,15,1.32878,103.7858,53,32.82,262
0D00:01:16.858344000,15,1.328767,103.7857,51,32.82,262
0D00:01:17.059052000,15,1.328748,103.7857,49,31.07,254.4
0D00:01:17.329211000,15,1.328725,103.7856,47,29.11,247.1
0D00:01:17.449042000,15,1.328697,103.7856,45,27.27,239.9
0D00:01:17.659126000,15,1.328666,103.7855,42,24.87,228.7
0D00:01:17.859051000,15,1.328632,103.7855,40,22.2,216.3
0D00:01:18.059181000,15,1.328597,103.7855,37,19.81,200.6
0D00:01:18.239309000,16,1.328597,103.7855,37,19.63,184.6
0D00:01:18.339573000,16,1.328559,103.7855,35,19.63,184.6
0D00:01:18.459555000,16,1.32852,103.7855,34,21.44,162.9
0D00:01:18.660146000,16,1.328479,103.7856,34,23.92,151.2
0D00:01:18.840416000,15,1.328479,103.7856,34,26.04,142.7
0D00:01:18.860370000,15,1.32844,103.7856,35,26.04,142.7
0D00:01:19.060405000,15,1.328402,103.7856,36,28.74,135.8
0D00:01:19.341085000,15,1.328369,103.7857,37,29.7,130.6
0D00:01:19.460975000,15,1.328342,103.7857,38,30.04,122.6
0D00:01:19.661134000,15,1.328326,103.7858,39,30.19,113.8
0D00:01:19.861710000,15,1.328316,103.7858,40,30.8,102.5
0D00:01:20.061751000,15,1.328311,103.7859,41,31.65,97
0D00:01:20.342193000,15,1.328308,103.786,41,33.9,93.6
0D00:01:20.462513000,15,1.328306,103.786,42,37.14,91.8
0D00:01:20.662586000,15,1.328307,103.7861,43,41.37,90.4
0D00:01:20.862494000,15,1.32831,103.7862,45,47.18,88.3
0D00:01:21.062650000,15,1.328316,103.7863,46,51.61,86.7
0D00:01:21.342816000,15,1.328324,103.7864,48,54.82,86
0D00:01:21.462936000,15,1.328331,103.7865,50,57.44,85.7
0D00:01:21.662886000,15,1.32834,103.7866,52,59.3,85.9
0D00:01:21.862912000,15,1.328348,103.7867,53,60.75,85.8
0D00:01:22.043449000,16,1.328348,103.7867,53,61.59,85.6
0D00:01:22.063094000,16,1.328357,103.7868,54,61.59,85.6
0D00:01:22.343460000,16,1.328367,103.787,55,62.35,85.3
0D00:01:22.463728000,16,1.328376,103.7871,56,62.71,85.1
0D00:01:22.663526000,16,1.328387,103.7872,57,63.06,84.8
0D00:01:22.863744000,16,1.328398,103.7873,57,63.42,84.5
0D00:01:23.063754000,16,1.328412,103.7874,58,63.94,83.8
0D00:01:23.344585000,16,1.328432,103.7875,59,63.22,82
0D00:01:23.444594000,15,1.328432,103.7875,59,56.29,76.3
0D00:01:23.464468000,15,1.328458,103.7876,59,56.29,76.3
0D00:01:23.664925000,15,1.328488,103.7877,59,47.11,70.2
0D00:01:23.865111000,15,1.328517,103.7877,59,38.48,64.5
0D00:01:24.065092000,15,1.328546,103.7878,59,33.43,61.7
0D00:01:24.345418000,15,1.328575,103.7878,58,27.08,54.1
0D00:01:24.445401000,16,1.328575,103.7878,58,20.35,42.4
0D00:01:24.465219000,16,1.328601,103.7878,58,20.35,42.4
0D00:01:24.665275000,16,1.328624,103.7878,57,15.76,25.4
0D00:01:24.865501000,16,1.328643,103.7878,56,11.43,351.2
0D00:01:25.066102000,16,1.328659,103.7878,54,11.47,328.1
0D00:01:25.246268000,15,1.328659,103.7878,54,13.12,306.4
0D00:01:25.346431000,15,1.328671,103.7878,53,13.12,306.4
0D00:01:25.446394000,16,1.328671,103.7878,53,15.69,293.7
0D00:01:25.466278000,16,1.328682,103.7878,53,15.69,293.7
0D00:01:25.666742000,16,1.32869,103.7877,52,17.77,288.5
0D00:01:25.866837000,16,1.328695,103.7877,52,20.65,280.4
0D00:01:26.067409000,16,1.328698,103.7876,52,22.72,275.7
0D00:01:26.347712000,16,1.328696,103.7876,52,23.82,271.3
0D00:01:26.467809000,16,1.328692,103.7875,52,24.57,266.6
0D00:01:26.668330000,16,1.328684,103.7875,52,25.17,262
0D00:01:26.868618000,16,1.328673,103.7875,52,25.43,258.7
0D00:01:27.068921000,16,1.328661,103.7874,51,25.76,255.2
0D00:01:27.349163000,16,1.328647,103.7874,51,26.39,254.4
0D00:01:27.469084000,16,1.328633,103.7873,51,26.4,253.7
0D00:01:27.669411000,16,1.328618,103.7873,50,26.88,252.2
0D00:01:27.869629000,16,1.328603,103.7872,50,27.33,252.2
0D00:01:28.059923000,15,1.328603,103.7872,50,27.7,252.8
0D00:01:28.069610000,15,1.328588,103.7872,49,27.7,252.8
0D00:01:28.249776000,16,1.328588,103.7872,49,28.08,252.7
0D00:01:28.349636000,16,1.328573,103.7871,49,28.08,252.7
0D00:01:28.449676000,15,1.328573,103.7871,49,28.32,253.2
0D00:01:28.469840000,15,1.328559,103.7871,49,28.32,253.2
0D00:01:28.650029000,16,1.328559,103.7871,49,28.62,254.3
0D00:01:28.669877000,16,1.328545,103.787,48,28.62,254.3
0D00:01:28.870229000,16,1.328533,103.787,48,28.76,255.3
0D00:01:29.070063000,16,1.328523,103.7869,47,29.27,258
0D00:01:29.350359000,16,1.328514,103.7869,47,29.39,259.9
0D00:01:29.470220000,16,1.328508,103.7868,46,29.35,262.2
0D00:01:29.670608000,16,1.328505,103.7868,46,28.65,264.8
0D00:01:29.870779000,16,1.328506,103.7867,46,28.34,268.3
0D00:01:30.070732000,16,1.328511,103.7867,46,28.18,273
0D00:01:30.351258000,16,1.32852,103.7866,45,28.26,278.2
0D00:01:30.471393000,16,1.328535,103.7866,45,28.21,283.9
0D00:01:30.671357000,16,1.328556,103.7865,44,27.31,290.8
0D00:01:30.871234000,16,1.328581,103.7865,43,26.53,299.3
0D00:01:31.071429000,16,1.328608,103.7865,43,24.36,309.1
0D00:01:31.351477000,16,1.328632,103.7864,42,20.18,316
0D00:01:31.471694000,16,1.328651,103.7864,41,15.72,320.1
0D00:01:31.672020000,16,1.328664,103.7864,39,12.03,320.3
0D00:01:31.872282000,16,1.328669,103.7864,38,9.66,303.1
0D00:01:32.072423000,16,1.32867,103.7864,37,9.76,273.6
0D00:01:32.352716000,16,1.328674,103.7863,36,14.45,272.6
0D00:01:32.472682000,16,1.328685,103.7863,36,17.02,282.4
0D00:01:32.673144000,16,1.3287,103.7863,36,17.35,296.1
0D00:01:32.873438000,16,1.328717,103.7863,35,16.09,302.1
0D00:01:33.073439000,16,1.328735,103.7862,35,15.29,309.6
0D00:01:33.353342000,16,1.328756,103.7862,35,14.64,317.2
0D00:01:33.483595000,16,1.328778,103.7862,35,14.79,322.9
0D00:01:33.673298000,16,1.328801,103.7862,35,14.82,325.5
0D00:01:33.873850000,16,1.328828,103.7862,35,16.12,329.6
0D00:01:34.073793000,16,1.328855,103.7862,35,16.63,333.2
0D00:01:34.354419000,16,1.328884,103.7862,35,16.89,338.3
0D00:01:34.474340000,16,1.328914,103.7862,35,17.29,342.1
0D00:01:34.674354000,16,1.328946,103.7861,35,17.46,345.8
0D00:01:34.874541000,16,1.328981,103.7861,35,18.77,351
0D00:01:35.074605000,16,1.329016,103.7861,35,19.4,357.9
0D00:01:35.355114000,16,1.329052,103.7861,35,19.64,4.5
0D00:01:35.484965000,16,1.329088,103.7862,35,20.12,8.1
0D00:01:35.675239000,16,1.329125,103.7862,35,20.74,12.8
0D00:01:35.885040000,16,1.329161,103.7862,35,21.78,20.1
0D00:01:36.075334000,16,1.329192,103.7862,35,22.09,28.4
0D00:01:36.355721000,16,1.329215,103.7862,35,20.68,42.1
0D00:01:36.486171000,16,1.329227,103.7863,34,17.98,54.5
0D00:01:36.675883000,16,1.329227,103.7863,33,13.75,75.7
0D00:01:36.886185000,16,1.329218,103.7863,32,11.52,101.2
0D00:01:37.086634000,16,1.329203,103.7863,31,10.65,136.5
0D00:01:37.366492000,16,1.329185,103.7863,31,10.21,148.8
