timens,GPSnumSat,GPScoord0,GPScoord1,GPSaltitude,GPSspeedms,GPSgroundcourse
0D00:01:53.882817000,9,1.3285,103.7863,25,16.91,318.9
0D00:01:54.143050000,9,1.328524,103.7863,25,17.09,320.6
0D00:01:54.272889000,9,1.32855,103.7863,24,17.18,324.6
0D00:01:54.473355000,9,1.328577,103.7862,24,17.12,327.8
0D00:01:54.683526000,9,1.328603,103.7862,24,16.42,330.9
0D00:01:54.883656000,9,1.328629,103.7862,23,15.85,333.3
0D00:01:55.143948000,9,1.328655,103.7862,23,15.85,333.3
0D00:01:55.283992000,9,1.32868,103.7862,23,14.92,337
0D00:01:55.484393000,9,1.328705,103.7862,23,15.06,339.4
0D00:01:55.684669000,9,1.328731,103.7862,23,15.06,342.3
0D00:01:55.885402000,9,1.328757,103.7862,23,14.76,345.8
0D00:01:56.145374000,9,1.328782,103.7862,23,14.76,345.8
0D00:01:56.275641000,9,1.328808,103.7862,24,14.47,348
0D00:01:56.485861000,9,1.328834,103.7861,24,14.56,349.6
0D00:01:56.686289000,9,1.32886,103.7861,24,14.82,351.8
0D00:01:56.886447000,9,1.328887,103.7861,24,15.06,353.5
0D00:01:57.146977000,9,1.328914,103.7861,25,15.06,353.5
0D00:01:57.286741000,9,1.328942,103.7861,25,15.56,355.4
0D00:01:57.487228000,9,1.328971,103.7861,26,15.62,357.1
0D00:01:57.687122000,9,1.328999,103.7861,26,15.48,358.9
0D00:01:57.887434000,9,1.329027,103.7861,27,15.29,1.4
0D00:01:58.147617000,9,1.329054,103.7861,27,15.29,1.4
0D00:01:58.287538000,9,1.329082,103.7861,27,15.3,5.3
0D00:01:58.487505000,9,1.329108,103.7861,27,15.03,8.7
0D00:01:58.687826000,9,1.329133,103.7861,27,14.78,13.6
0D00:01:58.878120000,9,1.329153,103.7862,27,13.86,24.3
0D00:01:59.147862000,9,1.329169,103.7862,27,12.57,35.2
0D00:01:59.288196000,9,1.329178,103.7862,26,7.04,64.3
0D00:01:59.488322000,9,1.329182,103.7862,25,3.76,65.6
0D00:01:59.688404000,9,1.329184,103.7862,24,0.65,62.8
0D00:01:59.888544000,9,1.329185,103.7862,24,2.68,314.4
0D00:02:00.148432000,9,1.329188,103.7862,23,2.68,314.4
0D00:02:00.288687000,9,1.329191,103.7862,23,4.27,298.7
0D00:02:00.499013000,9,1.329196,103.7862,23,5.04,300.4
0D00:02:00.688880000,9,1.329202,103.7862,23,5.04,300.4
0D00:02:00.889432000,9,1.329209,103.7862,23,4.83,309.5
0D00:02:01.149524000,9,1.329214,103.7862,23,4.07,327.7
0D00:02:01.289490000,9,1.329216,103.7862,23,5.46,60.6
0D00:02:01.489572000,9,1.329212,103.7862,22,7.05,98.9
0D00:02:01.689423000,9,1.329204,103.7862,22,7.05,98.9
0D00:02:01.889821000,9,1.329195,103.7862,22,6.79,120.7
0D00:02:02.149906000,9,1.329189,103.7862,22,5.12,137.6
0D00:02:02.289924000,9,1.329189,103.7862,22,2.66,151.9
0D00:02:02.490429000,9,1.329193,103.7862,22,2.26,216.9
0D00:02:02.641411000,9,1.3292,103.7862,22,3.55,321.3
0D00:01:57.424085000,8,1.329431,103.7862,30,0.2,161.4
0D00:01:57.523857000,8,1.329431,103.7862,30,0.2,161.4
0D00:01:57.724300000,8,1.329431,103.7862,29,0.09,161.4
0D00:01:57.924310000,8,1.329431,103.7862,29,0.11,161.4
0D00:01:58.124721000,8,1.32943,103.7862,29,0.13,161.4
0D00:01:58.414628000,8,1.32943,103.7862,29,0.16,161.4
0D00:01:58.524750000,8,1.32943,103.7862,29,0.03,161.4
0D00:01:58.724617000,8,1.329429,103.7862,29,0.19,161.4
0D00:01:58.925099000,8,1.329429,103.7862,29,0.24,161.4
0D00:01:59.125229000,8,1.329428,103.7862,29,0.12,161.4
0D00:01:59.415453000,8,1.329428,103.7862,29,0.07,161.4
0D00:01:59.525591000,8,1.329427,103.7862,29,0.05,161.4
0D00:01:59.726003000,8,1.329426,103.7862,29,0.14,161.4
0D00:01:59.926137000,8,1.329425,103.7862,30,0.58,161.4
0D00:02:00.126726000,8,1.329422,103.7862,31,2.07,176.3
0D00:02:00.417309000,8,1.329415,103.7862,32,2.43,177.1
0D00:02:00.527443000,8,1.329405,103.7862,34,4.16,177.2
0D00:02:00.727814000,8,1.329393,103.7862,35,5.79,173.2
0D00:02:00.928018000,8,1.329377,103.7862,36,7.64,167.7
0D00:02:01.127808000,8,1.32936,103.7862,38,8.58,161.1
0D00:02:01.418012000,8,1.329344,103.7862,39,9.56,152.7
0D00:02:01.528013000,8,1.32933,103.7862,40,10.96,143
0D00:02:01.728164000,8,1.329315,103.7862,41,12.08,130.5
0D00:02:01.928371000,8,1.329303,103.7863,42,13.72,123.5
0D00:02:02.128281000,8,1.329292,103.7863,42,14.46,115.1
0D00:02:02.418347000,8,1.329284,103.7863,43,16.33,109.1
0D00:02:02.538809000,8,1.329276,103.7864,43,18.8,104
0D00:02:02.728688000,8,1.329269,103.7864,43,21.03,101
0D00:02:02.928843000,8,1.329263,103.7864,43,23.68,97.7
0D00:02:03.129038000,8,1.329257,103.7865,44,26.55,96.3
0D00:02:03.419035000,8,1.329254,103.7866,44,31.23,94.6
0D00:02:03.529080000,8,1.329252,103.7866,45,37.96,92.5
0D00:02:03.729290000,8,1.329253,103.7867,47,43.64,90.1
0D00:02:03.929653000,8,1.329256,103.7868,48,48.06,88.2
0D00:02:04.129527000,8,1.329258,103.7869,50,47.85,88.3
0D00:02:04.429812000,8,1.329259,103.787,51,46.54,88.7
0D00:02:04.530219000,8,1.32926,103.787,53,44.96,89
0D00:02:04.730111000,8,1.32926,103.7871,54,43.32,89.3
0D00:02:04.930505000,8,1.329259,103.7872,55,41.93,90.2
0D00:02:05.130690000,8,1.329258,103.7873,56,41.23,90.3
0D00:02:05.420539000,8,1.329258,103.7873,57,40.81,90.1
0D00:02:05.530709000,8,1.32926,103.7874,59,41.11,89.6
0D00:02:05.730880000,8,1.329262,103.7875,60,42.2,88.5
0D00:02:05.930860000,8,1.329264,103.7876,62,43.3,88.3
0D00:02:06.131006000,8,1.329266,103.7877,64,44.89,88.1
0D00:02:06.430866000,8,1.329269,103.7877,66,46.5,88.2
0D00:02:06.531297000,8,1.32927,103.7878,68,46.28,88.1
0D00:02:06.741168000,8,1.329266,103.7879,70,44.95,90.6
0D00:02:06.931445000,8,1.329253,103.788,71,43.75,95.3
0D00:02:07.141501000,8,1.329229,103.788,73,42.94,103
0D00:02:07.431421000,8,1.329193,103.7881,75,41.69,112.3
0D00:02:07.541576000,8,1.329148,103.7882,77,40.46,123.8
0D00:02:07.741639000,8,1.329095,103.7882,79,38.56,134.4
0D00:02:07.941814000,8,1.329037,103.7882,81,37.12,146.7
0D00:02:08.132156000,8,1.328977,103.7883,84,35.02,159.7
0D00:02:08.432524000,8,1.328918,103.7883,86,33.41,173.2
0D00:02:08.543003000,8,1.328863,103.7882,88,31.98,186.8
0D00:02:08.743265000,8,1.328815,103.7882,89,29.81,202.1
0D00:02:08.943737000,8,1.328772,103.7882,91,30.26,215.1
0D00:02:09.143659000,8,1.328734,103.7881,92,31.74,225.6
0D00:02:09.434392000,8,1.328703,103.7881,92,34.55,236.5
0D00:02:09.534271000,8,1.328679,103.788,93,38.14,246.8
0D00:02:09.734449000,8,1.328661,103.7879,93,43.35,254.7
0D00:02:09.944838000,8,1.328648,103.7878,93,49.21,260.1
0D00:02:10.135530000,8,1.328639,103.7877,92,54.71,264.1
0D00:02:10.435851000,8,1.328632,103.7876,92,59.8,266.3
0D00:02:10.545963000,8,1.328626,103.7875,92,62.92,267
0D00:02:10.746149000,8,1.328619,103.7874,93,65.04,267
0D00:02:10.946558000,8,1.328611,103.7873,93,66.52,266.6
0D00:02:11.146617000,8,1.328601,103.7871,94,67.95,266
0D00:02:11.436695000,8,1.328592,103.787,95,68.61,265.8
0D00:02:11.546818000,8,1.328581,103.7869,96,64.29,265
0D00:02:11.747016000,8,1.328571,103.7868,97,58.23,264.3
0D00:02:11.946844000,8,1.32856,103.7867,99,53.51,263.8
0D00:02:12.147180000,8,1.32855,103.7866,101,49.73,263.5
0D00:02:12.437554000,8,1.32854,103.7865,103,47.03,263.5
0D00:02:12.547597000,8,1.32853,103.7865,105,45.07,263.4
0D00:02:12.747265000,8,1.32852,103.7864,108,43.56,263
0D00:02:12.947738000,8,1.328511,103.7863,111,42.51,263
0D00:02:13.147738000,8,1.328503,103.7862,114,41.86,263.6
0D00:02:13.438508000,8,1.328497,103.7862,117,40.82,264.9
0D00:02:13.548337000,8,1.32849,103.7861,121,39.31,265.4
0D00:02:13.748301000,8,1.328482,103.786,125,38.15,264.5
0D00:02:13.948596000,8,1.328473,103.786,128,37.6,263.3
0D00:02:14.148666000,8,1.328465,103.7859,132,37.59,262.8
0D00:02:14.438696000,8,1.328457,103.7858,135,38.58,263.2
0D00:02:14.548874000,8,1.328449,103.7858,138,39.47,263.9
0D00:02:14.748702000,8,1.328442,103.7857,140,39.35,264.7
0D00:02:14.949083000,8,1.328436,103.7856,143,38.95,265
0D00:02:15.149725000,8,1.328428,103.7856,145,38.25,265
0D00:02:15.450094000,8,1.328415,103.7855,147,37.17,262.3
0D00:02:15.549969000,8,1.328394,103.7854,149,36.18,256.5
0D00:02:15.750351000,8,1.328364,103.7854,150,35.25,247.2
0D00:02:15.960461000,8,1.328325,103.7853,151,33.97,235.7
0D00:02:16.150559000,8,1.32828,103.7853,153,32.09,222.7
0D00:02:16.451426000,8,1.328235,103.7853,155,28.94,209.5
0D00:02:16.551044000,8,1.328189,103.7853,157,25.45,195.1
0D00:02:16.751276000,8,1.328143,103.7853,159,24.82,180.9
0D00:02:16.951194000,8,1.328097,103.7853,160,25.75,168.6
0D00:02:17.151648000,8,1.328051,103.7853,162,27.27,159.4
0D00:02:17.442032000,8,1.328009,103.7853,164,27.93,152.3
0D00:02:17.552165000,8,1.32797,103.7854,166,27.43,145.4
0D00:02:17.752003000,8,1.327938,103.7854,167,26.41,137.3
0D00:02:17.952377000,8,1.327912,103.7854,169,25.53,128.9
0D00:02:18.152081000,8,1.32789,103.7855,170,25.17,121.1
0D00:02:18.452431000,8,1.327872,103.7855,170,25.49,116.1
0D00:02:18.552762000,8,1.327855,103.7856,171,25.11,112.2
0D00:02:18.752658000,8,1.32784,103.7856,170,24.58,110.3
0D00:02:18.952728000,8,1.327827,103.7857,170,26.4,106.7
0D00:02:19.152980000,8,1.327817,103.7857,169,30.12,101.8
0D00:02:19.453231000,8,1.32781,103.7858,169,35.49,97.9
0D00:02:19.553236000,8,1.327805,103.7859,168,41.54,94.7
0D00:02:19.753267000,8,1.327802,103.7859,167,48.04,92.5
0D00:02:19.953275000,8,1.327802,103.786,167,53.32,91.2
0D00:02:20.153740000,8,1.327803,103.7862,167,57.94,89.8
0D00:02:20.443904000,8,1.327806,103.7863,167,61.45,88.7
0D00:02:20.553586000,8,1.327811,103.7864,167,63.36,88.1
0D00:02:20.753687000,8,1.327818,103.7865,167,64.59,87
0D00:02:20.953878000,8,1.327825,103.7866,167,65.39,86.6
0D00:02:21.164639000,8,1.327833,103.7867,168,65.81,86.2
0D00:02:21.454913000,8,1.327842,103.7869,168,66.07,85.9
0D00:02:21.555056000,8,1.327851,103.787,168,66.27,85.6
0D00:02:21.755095000,8,1.327861,103.7871,168,66.25,85.4
0D00:02:21.955629000,8,1.327871,103.7872,167,66.29,85.2
0D00:02:22.155816000,8,1.327881,103.7873,166,66.45,85.1
0D00:02:22.456305000,8,1.327892,103.7874,165,66.44,84.9
0D00:02:22.556229000,8,1.327901,103.7876,163,63.53,84.5
0D00:02:22.757033000,8,1.327908,103.7876,162,54.93,85.4
0D00:02:22.956996000,8,1.327916,103.7877,160,48.92,85
0D00:02:23.157433000,8,1.327924,103.7878,159,44.06,84.9
0D00:02:23.458022000,8,1.327937,103.7879,157,41.04,82.2
0D00:02:23.557937000,8,1.327957,103.7879,156,39.03,76.8
0D00:02:23.758427000,8,1.327985,103.788,155,37.44,68.2
0D00:02:23.958389000,8,1.32802,103.788,154,35.38,59.8
0D00:02:24.158882000,8,1.328059,103.7881,154,33.79,52.1
0D00:02:24.459100000,8,1.328102,103.7881,154,32.39,45
0D00:02:24.559726000,8,1.328147,103.7882,155,31.1,38.1
0D00:02:24.759536000,8,1.328194,103.7882,155,29.73,31.4
0D00:02:24.960172000,8,1.328242,103.7882,156,28.47,22.7
0D00:02:25.160137000,8,1.328288,103.7882,157,27.22,12.6
0D00:02:25.460629000,8,1.328332,103.7882,157,25.71,2.4
0D00:02:25.560745000,8,1.328372,103.7882,158,23.69,353.2
0D00:02:25.760966000,8,1.328407,103.7882,158,21.51,345.1
0D00:02:25.961308000,8,1.328437,103.7882,158,19.17,338.3
0D00:02:26.161718000,8,1.328461,103.7882,157,17.17,330.7
0D00:02:26.462037000,8,1.328482,103.7881,156,15.64,322.5
0D00:02:26.562236000,8,1.328498,103.7881,155,14.52,315.2
0D00:02:26.762817000,8,1.328512,103.7881,154,13.84,307.7
0D00:02:26.962739000,8,1.328523,103.7881,152,13.76,299.9
0D00:02:27.163301000,8,1.328531,103.7881,150,14.01,292.7
0D00:02:27.463486000,8,1.328537,103.788,148,14.02,286.1
0D00:02:27.563952000,8,1.32854,103.788,145,14.25,280.4
0D00:02:27.764129000,8,1.32854,103.788,143,14.89,274.5
0D00:02:27.964664000,8,1.328539,103.7879,140,15.58,269.8
0D00:02:28.164687000,8,1.328537,103.7879,137,16.22,266
0D00:02:28.465003000,8,1.328532,103.7879,134,16.75,262.9
0D00:02:28.565072000,8,1.328526,103.7879,131,17.34,260.7
0D00:02:28.775458000,8,1.328519,103.7878,128,18.01,258.9
0D00:02:28.965813000,8,1.328511,103.7878,124,19.9,258
0D00:02:29.165955000,8,1.328502,103.7877,122,23.48,258.3
0D00:02:29.476538000,8,1.328494,103.7877,119,27.43,260.4
0D00:02:29.566939000,8,1.328486,103.7876,118,30.96,261.7
0D00:02:29.777286000,8,1.328474,103.7876,116,35.6,261.3
0D00:02:29.967547000,8,1.328459,103.7875,116,40.4,259.6
0D00:02:30.167634000,8,1.328441,103.7874,115,46.06,258.3
0D00:02:30.467901000,8,1.328419,103.7873,116,51.83,257.7
0D00:02:30.568067000,8,1.328395,103.7872,117,57.13,257.2
0D00:02:30.768520000,8,1.328368,103.7871,118,61.14,256.4
0D00:02:30.969060000,8,1.32834,103.787,119,63.57,256
0D00:02:31.179031000,8,1.32831,103.7869,121,65.35,255.8
0D00:02:31.469507000,8,1.328281,103.7867,122,66.49,255.9
0D00:02:31.569527000,8,1.328251,103.7866,124,67.11,255.8
0D00:02:31.770249000,8,1.32822,103.7865,125,67.75,255.6
0D00:02:31.970280000,8,1.328188,103.7864,126,68.3,255.6
0D00:02:32.170574000,8,1.328151,103.7863,127,67.41,254.5
0D00:02:32.471127000,8,1.328105,103.7862,126,60.53,248
0D00:02:32.571380000,8,1.328054,103.7861,125,52.75,239
0D00:02:32.771627000,8,1.328001,103.7861,124,45.68,230.2
0D00:02:32.971644000,8,1.32795,103.786,122,39.55,222.5
0D00:02:33.171893000,8,1.327902,103.786,121,34.05,216
0D00:02:33.462426000,8,1.327858,103.786,119,28.86,210.5
0D00:02:33.572479000,8,1.327819,103.786,117,25.48,202.5
0D00:02:33.763150000,8,1.327787,103.7859,114,20.69,192.4
0D00:02:33.963331000,8,1.327765,103.786,113,15.12,178.3
0D00:02:34.163307000,8,1.327753,103.786,111,10.91,152.1
0D00:02:34.464257000,8,1.327751,103.786,109,9.81,111.9
0D00:02:34.574340000,8,1.327756,103.786,107,11.68,83.7
0D00:02:34.774553000,8,1.327767,103.786,105,13.83,70.8
0D00:02:34.974961000,8,1.327785,103.7861,104,15.9,59.9
0D00:02:35.165162000,8,1.327809,103.7861,102,18.06,50.5
0D00:02:35.465336000,8,1.32784,103.7861,101,20.44,41.6
0D00:02:35.565772000,8,1.327876,103.7861,99,22.79,35.3
0D00:02:35.765747000,8,1.327918,103.7861,99,25,30.4
0D00:02:35.966092000,8,1.327962,103.7862,98,26.71,27
0D00:02:36.166354000,8,1.328007,103.7862,97,27.88,27
0D00:02:36.466828000,8,1.32805,103.7862,97,28.46,30.8
0D00:02:36.577009000,8,1.328091,103.7863,96,28.65,35.8
0D00:02:36.767246000,8,1.328131,103.7863,95,28.8,39.7
0D00:02:36.977640000,8,1.328169,103.7863,95,28.98,42.3
0D00:02:37.178123000,8,1.328206,103.7864,94,29.23,44.5
0D00:02:37.468438000,8,1.328242,103.7864,93,29.4,46.6
0D00:02:37.578669000,8,1.328278,103.7864,92,30.75,49.8
0D00:02:37.779303000,8,1.328315,103.7865,91,33.81,53.9
0D00:02:37.979088000,8,1.328354,103.7866,91,38.01,57.1
0D00:02:38.169803000,8,1.328396,103.7866,90,43.16,59.2
0D00:02:38.470024000,8,1.328443,103.7867,90,49.49,60.4
0D00:02:38.580306000,8,1.328493,103.7868,90,55.15,60.7
0D00:02:38.780252000,8,1.328545,103.7869,90,58.44,61.1
0D00:02:38.980747000,8,1.328598,103.787,90,60.69,61.2
0D00:02:39.180857000,8,1.328653,103.7871,90,62.43,61.1
0D00:02:39.471294000,8,1.328708,103.7872,90,63.35,61.4
0D00:02:39.581750000,8,1.328762,103.7873,91,64.18,61.8
0D00:02:39.782032000,8,1.328816,103.7874,91,64.81,62.6
0D00:02:39.982207000,8,1.328869,103.7875,91,64.97,63.1
0D00:02:40.172437000,8,1.328918,103.7876,91,65.18,63.7
0D00:02:40.472738000,8,1.328956,103.7877,91,63.67,66.1
0D00:02:40.573243000,8,1.328971,103.7878,91,58.45,74.1
0D00:02:40.773428000,8,1.328963,103.7879,90,49.97,87.7
0D00:02:40.973631000,8,1.328941,103.788,88,44.12,99.4
0D00:02:41.174003000,8,1.328905,103.788,86,41.85,111.9
0D00:02:41.364416000,7,1.328905,103.788,86,41.68,124
0D00:02:41.474179000,7,1.328859,103.7881,86,41.68,124
0D00:02:41.564699000,8,1.328859,103.7881,86,39.5,135.3
0D00:02:41.574612000,8,1.328803,103.7881,85,39.5,135.3
0D00:02:41.764960000,7,1.328803,103.7881,85,39.41,147.2
0D00:02:41.784843000,7,1.328741,103.7882,86,39.41,147.2
0D00:02:41.975138000,7,1.328677,103.7882,88,37.7,160.5
0D00:02:42.175419000,7,1.328616,103.7882,89,34.91,171.9
0D00:02:42.475747000,7,1.328562,103.7882,91,32.73,182.9
0D00:02:42.576038000,7,1.328518,103.7882,93,28.38,195.5
0D00:02:42.776538000,7,1.328484,103.7881,94,24.26,208
0D00:02:42.976759000,7,1.328456,103.7881,95,21.66,219.9
0D00:02:43.187079000,7,1.328435,103.7881,96,20.76,230.7
0D00:02:43.367299000,8,1.328435,103.7881,96,20.93,240
0D00:02:43.477529000,8,1.328417,103.788,96,20.93,240
0D00:02:43.577628000,8,1.328403,103.788,97,21.58,246.8
0D00:02:43.777976000,8,1.328391,103.788,97,23.26,252.2
0D00:02:43.987883000,8,1.328383,103.7879,97,27.03,258.7
0D00:02:44.188432000,8,1.328377,103.7878,97,31.52,263.2
0D00:02:44.478981000,8,1.328374,103.7878,97,36.45,265.9
0D00:02:44.579130000,8,1.328371,103.7877,97,41.76,267.5
0D00:02:44.779232000,8,1.328369,103.7876,97,46.43,268.5
0D00:02:44.979843000,8,1.328367,103.7875,98,50.88,269
0D00:02:45.179923000,8,1.328366,103.7874,98,55.83,269.3
0D00:02:45.480380000,8,1.328366,103.7873,99,59.31,269.9
0D00:02:45.580441000,8,1.328366,103.7872,99,61.98,270
0D00:02:45.780884000,8,1.328367,103.7871,100,63.59,270.3
0D00:02:45.990918000,8,1.328368,103.787,101,64.76,270.3
0D00:02:46.181394000,8,1.32837,103.7868,102,65.39,270.7
0D00:02:46.481943000,8,1.328372,103.7867,103,65.85,271
0D00:02:46.582143000,8,1.328375,103.7866,104,66.41,271.5
0D00:02:46.782358000,8,1.328378,103.7865,104,66.57,271.6
0D00:02:46.982482000,8,1.328382,103.7864,105,66.47,271.6
0D00:02:47.182634000,8,1.328386,103.7862,106,66.46,271.8
0D00:02:47.482807000,8,1.328389,103.7861,107,64.14,271.9
0D00:02:47.583364000,8,1.32839,103.786,107,58.02,271.6
0D00:02:47.793166000,8,1.328386,103.7859,107,52.47,269.7
0D00:02:47.993448000,8,1.328376,103.7859,106,48.02,265.9
0D00:02:48.193520000,8,1.328358,103.7858,106,44.48,260.3
0D00:02:48.484052000,8,1.328332,103.7857,104,41.67,253.2
0D00:02:48.593888000,8,1.328297,103.7857,103,39.22,244.9
0D00:02:48.794297000,8,1.328253,103.7856,101,37.58,234.6
0D00:02:48.984170000,8,1.328202,103.7856,100,35.98,223.2
0D00:02:49.184491000,8,1.328147,103.7855,100,34.15,210
0D00:02:49.484549000,8,1.328093,103.7855,100,31.92,194.9
0D00:02:49.584498000,8,1.328043,103.7855,100,29.12,179.2
0D00:02:49.784560000,8,1.328001,103.7856,101,26.43,164.8
0D00:02:49.994667000,8,1.327964,103.7856,101,25.59,147.8
0D00:02:50.174803000,7,1.327964,103.7856,101,26.08,134.1
0D00:02:50.184985000,7,1.327934,103.7856,102,26.08,134.1
0D00:02:50.484935000,7,1.327908,103.7857,103,26.57,125.4
0D00:02:50.585377000,7,1.327887,103.7857,103,27.37,118.7
0D00:02:50.785509000,7,1.327871,103.7858,104,27.73,111.5
0D00:02:50.985452000,7,1.32786,103.7858,104,28.39,104.4
0D00:02:51.185974000,7,1.327854,103.7859,104,28.83,99.2
0D00:02:51.486099000,7,1.327851,103.7859,104,29.44,94.6
0D00:02:51.585791000,7,1.32785,103.786,104,29.97,92.2
0D00:02:51.796004000,7,1.327849,103.786,104,30.6,90.6
0D00:02:51.995985000,7,1.327851,103.7861,104,32.09,89.3
0D00:02:52.196403000,7,1.327854,103.7862,105,35.24,87.5
0D00:02:52.486249000,7,1.32786,103.7862,105,39.27,86.4
0D00:02:52.596332000,7,1.327867,103.7863,105,43.63,85.5
0D00:02:52.796790000,7,1.327876,103.7864,106,48.12,84.8
0D00:02:52.996674000,7,1.327886,103.7865,106,52.85,84.2
0D00:02:53.196723000,7,1.327898,103.7866,107,56.67,83.6
0D00:02:53.487224000,7,1.327911,103.7867,108,59.64,83.3
0D00:02:53.597363000,7,1.327925,103.7868,109,61.53,83
0D00:02:53.797478000,7,1.327939,103.7869,110,62.74,82.9
0D00:02:53.977751000,8,1.327939,103.7869,110,63.59,82.7
0D00:02:53.997579000,8,1.327954,103.7871,111,63.59,82.7
0D00:02:54.197961000,8,1.327969,103.7872,112,64.09,82.5
0D00:02:54.487958000,8,1.327984,103.7873,112,64.51,82.6
0D00:02:54.597948000,8,1.327999,103.7874,113,64.6,82.4
0D00:02:54.798300000,8,1.328016,103.7875,114,64.87,82.1
0D00:02:54.998147000,8,1.328033,103.7876,114,65.03,81.8
0D00:02:55.198200000,8,1.328056,103.7877,115,64.09,81
0D00:02:55.488682000,8,1.328088,103.7878,115,58.01,75.9
0D00:02:55.598510000,8,1.328129,103.7879,115,51.37,66.1
0D00:02:55.798637000,8,1.328175,103.788,114,44.08,54.7
0D00:02:55.998966000,8,1.328221,103.788,113,36.93,45.5
0D00:02:56.199079000,8,1.328262,103.788,111,30.85,37.3
0D00:02:56.499061000,8,1.328299,103.788,110,24.88,28.6
0D00:02:56.609106000,8,1.328328,103.788,108,19.15,16.2
0D00:02:56.799455000,8,1.328351,103.788,106,14.71,359.4
0D00:02:56.999543000,8,1.328365,103.788,104,11.34,335.9
0D00:02:57.199592000,8,1.328369,103.788,102,9.75,303.6
0D00:02:57.489591000,8,1.328365,103.788,100,11.07,269.8
0D00:02:57.600117000,8,1.328353,103.788,98,15.24,251.3
0D00:02:57.800042000,8,1.328335,103.7879,96,18.66,243.4
0D00:02:57.999841000,8,1.328314,103.7879,94,21.53,239.9
0D00:02:58.200743000,8,1.32829,103.7879,92,23.36,237.8
0D00:02:58.500719000,8,1.328264,103.7878,90,25.38,236.8
0D00:02:58.610957000,8,1.328235,103.7878,89,27.33,236.2
0D00:02:58.811043000,8,1.328207,103.7877,87,28.57,236.5
0D00:02:59.000975000,8,1.328178,103.7877,86,29.43,237.5
0D00:02:59.201314000,8,1.328151,103.7876,86,29.93,239
0D00:02:59.501406000,8,1.328124,103.7876,85,30,239.7
0D00:02:59.611570000,8,1.328097,103.7875,85,30.09,240.8
0D00:02:59.801610000,8,1.328072,103.7875,84,30.07,241.9
0D00:03:00.002058000,8,1.328047,103.7875,84,30.12,242.8
0D00:03:00.202183000,8,1.328024,103.7874,84,30.06,243.8
0D00:03:00.502410000,8,1.328001,103.7874,84,29.94,244.4
0D00:03:00.602487000,8,1.32798,103.7873,85,29.49,245.6
0D00:03:00.802841000,8,1.327962,103.7873,85,28.95,247.4
0D00:03:01.013557000,8,1.327948,103.7872,85,27.91,251.3
0D00:03:01.213732000,8,1.327938,103.7872,85,27.21,255.9
0D00:03:01.504266000,8,1.327932,103.7871,85,26.4,260.6
0D00:03:01.604276000,8,1.32793,103.7871,85,25.68,265.5
0D00:03:01.814786000,8,1.327931,103.787,86,25.04,270.2
0D00:03:02.004756000,8,1.327936,103.787,86,24.46,273.8
0D00:03:02.205210000,8,1.327943,103.7869,86,24.08,277.9
0D00:03:02.505432000,8,1.327953,103.7869,87,23.71,281.5
0D00:03:02.605943000,8,1.327965,103.7869,87,23.38,285
0D00:03:02.805892000,8,1.327979,103.7868,87,23.03,288
0D00:03:03.016489000,8,1.327993,103.7868,87,22.45,290.3
0D00:03:03.216538000,8,1.328008,103.7867,87,21.59,292
0D00:03:03.506889000,8,1.328023,103.7867,87,20.94,293.9
0D00:03:03.617020000,8,1.328038,103.7867,87,20.34,295
0D00:03:03.817262000,8,1.328054,103.7866,86,19.81,296.2
0D00:03:04.007752000,8,1.328071,103.7866,85,19.23,298
0D00:03:04.218124000,8,1.328089,103.7866,84,18.49,301.2
0D00:03:04.508455000,8,1.328107,103.7866,83,17.93,304.5
0D00:03:04.608864000,8,1.328126,103.7865,82,17.37,306.9
0D00:03:04.808723000,8,1.328145,103.7865,81,16.92,309.1
0D00:03:05.009115000,8,1.328165,103.7865,79,16.73,310.1
0D00:03:05.209710000,8,1.328185,103.7865,78,16.52,311.1
