timens,GPSnumSat,GPScoord0,GPScoord1,GPSaltitude,GPSspeedms,GPSgroundcourse,loopIteration,axisP0,axisP1,axisP2,axisI0,axisI1,axisI2,axisD0,axisD1,axisD2,rcCommand0,rcCommand1,rcCommand2,rcCommand3,vbatLatestV,rssi,gyroADC0,gyroADC1,gyroADC2,accSmooth0,accSmooth1,accSmooth2,motor0,motor1,motor2,motor3,flightModeFlagsflags,stateFlagsflags,failsafePhaseflags,rxSignalReceived,rxFlightChannelsValid,acceleration_G
0D00:01:59.191072000,19,1.328277,103.7857,80,23.04,336.3,166352,5,7,10,-17,0,33,22,5,0,235,-103,-162,1363,1.577,961,179,-74,-102,-396,-328,8508,862,595,704,847,,,,1,1,0.4785767
0D00:01:59.391317000,20,1.328883,103.7862,32,12.37,359.9,166744,-6,-8,-21,-7,-4,20,-22,11,0,206,-96,-160,1378,1.577,961,159,-53,-89,-1173,-629,7849,862,871,696,699,,,,1,1,0.2525006
0D00:01:59.591309000,20,1.328907,103.7862,32,13.31,1.5,167136,3,6,-4,0,-1,7,1,0,0,98,-85,-95,1395,1.569,992,60,-61,-51,-683,99,9868,821,791,830,825,,,,1,1,0.2713449
0D00:01:59.791613000,20,1.328933,103.7862,32,13.88,3.9,167528,0,0,-9,0,-2,4,2,0,0,42,-79,-70,1329,1.586,1023,27,-51,-35,-653,205,7235,662,692,698,679,,,,1,1,0.2834067
0D00:02:00.083314000,20,1.328958,103.7862,31,14.68,8.2,5264,0,-1,-7,3,0,0,0,0,0,0,82,27,1313,1.808,1012,-1,54,17,550,-313,7628,621,658,670,651,,,,1,1,0.4365108
0D00:02:00.193350000,20,1.328981,103.7862,31,14.63,19,5480,0,0,-8,2,0,0,0,1,0,0,81,26,1310,1.808,1012,0,52,17,71,-163,7096,622,654,668,632,,,,1,1,0.1641006
0D00:02:00.393431000,20,1.328997,103.7862,31,13.2,34.3,5872,1,0,19,0,-3,3,3,4,0,-46,4,63,1320,1.817,1002,-31,2,28,51,-122,7433,703,602,635,717,,,,1,1,0.2692221
0D00:02:00.593337000,20,1.329007,103.7862,30,10.44,45.7,6264,0,0,8,1,0,4,-1,1,0,-85,0,77,1293,1.817,1002,-54,1,39,36,80,5986,634,585,583,636,,,,1,1,0.212744
0D00:02:00.793165000,20,1.329012,103.7863,29,5.57,47.7,6656,0,1,9,1,1,7,0,0,0,-92,34,105,1270,1.826,1012,-60,20,55,-815,794,5187,599,520,535,596,,,,1,1,0.1134599
0D00:02:01.083153000,20,1.329016,103.7863,28,2.78,44.5,7224,0,2,1,0,0,9,1,1,0,-67,100,105,1270,1.817,1012,-43,62,58,428,1044,4600,585,529,555,582,,,,1,1,0.08217805
0D00:02:01.205377000,20,1.329022,103.7862,28,2.41,23.6,7464,-1,-6,-4,-2,-2,8,-1,3,0,-66,93,80,1284,1.817,1002,-41,67,45,760,982,5052,596,607,560,602,,,,1,1,0.03002649
0D00:02:01.393126000,20,1.329029,103.7862,27,5.22,330.1,7832,0,1,-3,0,-4,3,-1,2,0,-73,52,40,1296,1.808,1012,-45,31,23,612,1220,5950,621,621,611,608,,,,1,1,0.1007987
0D00:02:01.592879000,20,1.329037,103.7862,27,6.85,316.7,8224,0,2,8,1,-3,0,2,-1,0,-3,0,-1,1291,1.817,1012,-1,-2,-3,28,1113,5538,610,586,590,635,,,,1,1,0.1394809
0D00:02:01.792704000,20,1.328561,103.7863,72,58.89,84.4,8616,0,2,12,4,0,1,0,0,0,-1,0,0,1287,1.817,1023,-2,-2,-4,-149,1182,3813,622,556,580,631,,,,1,1,1.223927
0D00:02:02.082516000,20,1.329057,103.7862,27,8.63,307.9,9184,0,1,-7,6,1,0,-5,-1,0,19,0,-5,1360,1.79,1023,13,-2,0,-1201,1276,6694,734,757,765,727,,,,1,1,0.2549518
0D00:02:02.192505000,20,1.328585,103.7866,68,63.36,84,9400,-1,0,4,5,1,0,-4,-1,0,3,0,-3,1368,1.79,1012,4,1,-3,-1234,1029,6527,768,756,755,768,,,,1,1,1.290232
0D00:02:02.392435000,20,1.329081,103.7862,27,8.98,319.1,9792,0,0,-14,5,3,-3,-5,-6,0,0,18,-1,1382,1.781,1012,0,12,4,-1560,1107,6466,746,833,822,761,,,,1,1,0.1830144
0D00:02:02.596274000,20,1.329093,103.7862,26,8.29,333.7,10192,2,-1,0,5,3,-3,0,-4,0,-3,51,0,1410,1.79,951,-5,34,0,-1221,796,6628,818,841,868,863,,,,1,1,0.1722554
0D00:02:02.775994000,19,1.329093,103.7862,26,6.16,343.1,10544,0,1,-1,4,2,-2,2,-2,0,-4,-6,0,1455,1.772,930,-3,-5,0,-1205,714,7114,917,929,961,947,,,,1,1,0.1128517
0D00:02:02.796604000,19,1.329101,103.7862,26,6.16,343.1,10584,0,-1,2,4,1,-2,3,0,0,-3,-7,0,1463,1.755,930,-2,-3,-1,-1179,538,7610,941,940,969,970,,,,1,1,0.01294165
0D00:02:02.976405000,20,1.329101,103.7862,26,3.01,0.9,10936,-3,3,0,3,2,-1,1,-1,0,-3,-34,0,1589,1.701,930,2,-26,0,-2014,543,11533,1217,1199,1224,1204,,,,1,1,0.0551683
0D00:02:03.086443000,20,1.3291,103.7862,25,3.01,0.9,11152,1,3,-5,5,3,0,-5,11,0,-3,-38,3,1672,1.684,941,-4,-28,4,-2581,449,14407,1405,1349,1433,1333,,,,1,1,0.03376293
0D00:02:03.196443000,20,1.329091,103.7862,24,3.98,56.4,11368,3,-3,1,5,7,0,1,-10,0,-3,-27,3,1718,1.604,951,-6,-13,1,-4629,534,14354,1441,1462,1479,1511,,,,1,1,0.04462793
0D00:02:03.396661000,20,1.329076,103.7862,24,7.54,177.6,11760,3,1,-6,10,8,-2,9,-2,0,-3,7,1,1788,1.569,1002,-7,3,4,-5369,1970,12558,1564,1571,1700,1628,,,,1,1,0.1538882
0D00:02:03.596496000,20,1.329061,103.7862,24,10.16,208,12152,0,-2,5,11,6,-1,10,6,0,-3,1,1,1735,1.604,1023,-3,5,-2,-4643,2001,3520,1491,1429,1568,1543,,,,1,1,0.2069647
0D00:02:03.796367000,20,1.329053,103.7862,24,10.75,230.5,12544,-1,-1,-8,7,0,1,5,0,0,-3,0,1,1587,1.71,1023,0,1,3,-3823,-293,209,1168,1198,1246,1216,,,,1,1,0.2190228
0D00:02:04.086393000,20,1.329054,103.7862,23,7.8,237.2,13112,-1,-3,21,5,-4,6,-9,-1,0,-3,0,1,1470,1.764,1023,0,3,-7,-2477,-401,-2442,1021,943,875,1038,,,,1,1,0.2306017
0D00:02:04.196406000,20,1.32906,103.7862,23,3.09,243.1,13328,0,-4,-7,4,-5,7,2,-8,0,-3,-4,1,1454,1.755,1023,-1,2,3,-3169,-749,-2302,880,965,908,993,,,,1,1,0.03465241
0D00:02:04.396436000,20,1.329068,103.7862,22,5.43,27.8,13720,-3,-1,-3,9,-6,7,-1,-2,0,20,-3,5,1442,1.764,1023,16,0,4,-3463,-170,-1745,890,918,892,949,,,,1,1,0.11072
0D00:02:04.596331000,20,1.329075,103.7862,22,8.36,53.5,14112,-1,0,-4,1,-5,6,-1,1,0,3,-3,14,1442,1.764,1023,4,-3,9,-3999,-1535,-1721,914,920,895,919,,,,1,1,0.1703488
0D00:02:04.796438000,20,1.329076,103.7862,22,11.23,74.9,14504,0,-1,6,4,-2,5,-3,1,0,-2,-2,7,1474,1.755,1023,-2,0,2,-4369,-54,150,993,954,948,1014,,,,1,1,0.2290725
0D00:02:05.086209000,20,1.32907,103.7862,22,13.96,95,15072,6,2,-11,7,0,0,7,1,0,-7,-1,3,1497,1.737,1023,-11,-3,6,-3872,839,1871,965,991,1103,1037,,,,1,1,0.4123551
0D00:02:05.196362000,20,1.329058,103.7862,22,12.7,117.2,15288,2,3,-5,7,2,0,4,4,0,-7,-1,0,1528,1.737,1023,-6,-4,2,-4433,710,3056,1066,1046,1153,1083,,,,1,1,0.1426038
0D00:02:05.396691000,20,1.329048,103.7862,22,8.81,143.2,15680,2,2,-8,9,4,-3,9,0,0,-9,-1,0,1561,1.719,1023,-9,-3,3,-4603,1452,3846,1097,1119,1239,1162,,,,1,1,0.1799081
0D00:02:05.596584000,20,1.329043,103.7862,21,4.59,148,16072,-2,-2,-1,6,3,-2,-6,3,0,-7,-1,0,1591,1.693,1023,-2,2,0,-4649,400,4198,1224,1218,1229,1190,,,,1,1,0.09352792
0D00:02:05.796437000,15,1.328135,103.7875,74,23.91,225.6,16464,5,1,-2,7,4,-1,12,0,0,-4,-1,0,1633,1.693,1023,-8,-2,1,-4380,135,7037,1252,1243,1375,1331,,,,1,1,0.516846
0D00:02:06.086798000,20,1.329054,103.7862,21,3.85,306.1,17032,5,-1,-1,8,4,1,-5,4,0,4,-15,0,1591,1.701,1023,-2,-9,1,-5322,-240,5529,1213,1180,1250,1217,,,,1,1,0.1139541
0D00:02:06.188791000,19,1.329054,103.7862,21,5.93,343.7,17232,-3,-3,-1,8,0,1,-3,-4,0,36,-13,0,1531,1.728,1023,26,-5,0,-4360,-514,-104,1075,1106,1076,1115,,,,1,1,0.06165326
0D00:02:06.196979000,15,1.328089,103.7874,70,23.92,237.4,17248,-5,-1,-2,7,-1,1,-5,1,0,36,-13,0,1523,1.728,1023,29,-7,1,-4452,-604,-186,1079,1087,1071,1070,,,,1,1,0.4879241
0D00:02:06.388822000,20,1.329066,103.7862,22,7.51,359.4,17624,-6,-2,13,-1,-1,5,0,0,0,56,-3,-3,1514,1.719,1023,43,1,-6,-3967,-4098,-91,1109,1045,992,1089,,,,1,1,0.1468645
0D00:02:06.396947000,20,1.32908,103.7862,22,7.51,359.4,17640,-4,-3,5,-2,-1,5,4,-3,0,57,-3,-3,1514,1.719,1023,41,1,-3,-4377,-4251,401,1069,1061,1009,1095,,,,1,1,0.006220056
0D00:02:06.597231000,15,1.32805,103.7874,67,23.73,243.6,18032,-5,-6,16,-12,-6,10,1,-1,0,101,-2,-48,1500,1.737,1012,71,4,-32,-4442,-9402,1137,1094,1039,906,1083,,,,1,1,0.2662283
0D00:02:06.797107000,15,1.328033,103.7873,65,23.86,245.1,18424,2,-2,0,-21,-12,17,-1,0,0,101,-16,-69,1490,1.719,1012,64,-8,-38,-3687,-12727,3401,1062,1050,891,1037,,,,1,1,0.4861408
0D00:02:06.989171000,19,1.329107,103.7862,22,8.67,16.8,18800,0,-1,-12,-20,-10,14,-2,-5,0,119,-20,-112,1484,1.737,992,78,-11,-58,-3089,-14446,5171,1014,1081,908,987,,,,1,1,0.1697446
0D00:02:07.091213000,19,1.329121,103.7863,22,8.67,16.8,19000,-2,0,-15,-23,-12,11,2,1,0,120,-15,-116,1484,1.71,992,81,-11,-60,-2342,-14838,6062,1015,1080,935,961,,,,1,1,0.09018391
0D00:02:07.189006000,20,1.329121,103.7863,22,8.02,33.5,19192,1,-2,-8,-20,-9,5,-5,-10,0,120,-7,-116,1484,1.719,992,78,-2,-62,-1271,-15261,7209,995,1109,903,984,,,,1,1,0.07994902
0D00:02:07.201202000,20,1.32913,103.7863,21,8.02,33.5,19216,0,0,-27,-20,-9,4,-6,6,0,120,-7,-116,1484,1.71,992,79,-4,-56,-1257,-15248,8476,996,1114,979,902,,,,1,1,0.009970634
0D00:02:07.340143000,20,1.329133,103.7863,21,5.89,39.6,19488,0,0,-12,-20,-7,-2,0,0,0,120,-3,-93,1482,1.719,992,80,-2,-47,-561,-15474,7882,990,1089,962,933,,,,1,1,0.08342125
0D00:01:32.892558000,16,1.329405,103.7862,25,0.03,231.1,114816,-1,-1,0,-23,-6,24,-4,0,0,89,-31,-58,1393,1.595,1023,59,-19,-32,-3016,-7143,5311,922,842,669,818,,,,1,1,-0.1053443
0D00:01:33.072158000,16,1.328735,103.7862,35,15.29,309.6,115168,0,1,29,-25,-12,29,2,2,0,79,-44,-67,1412,1.586,1023,50,-29,-47,-2758,-7840,5637,1022,787,643,953,,,,1,1,0.3121108
0D00:01:33.341609000,16,1.329405,103.7862,25,0.03,231.1,115696,-1,0,15,-24,-14,42,0,2,0,75,-55,-69,1446,1.577,1023,49,-36,-43,-3856,-8943,8164,1088,873,700,1022,,,,1,1,0.0008240092
0D00:01:33.672093000,16,1.328801,103.7862,35,14.82,325.5,116344,2,1,-8,-18,-12,48,0,14,0,79,-3,-67,1470,1.577,1023,48,-4,-34,-2974,-8993,9533,1110,906,845,1015,,,,1,1,0.289484
0D00:01:33.872094000,16,1.328828,103.7862,35,16.12,329.6,116736,5,3,-25,-12,-10,38,0,3,0,81,-1,-61,1478,1.577,1023,47,-4,-24,-2453,-8846,8328,1029,981,927,1005,,,,1,1,0.3286459
0D00:01:34.072356000,16,1.328855,103.7862,35,16.63,333.2,117128,0,1,-8,-14,-10,29,0,2,0,95,-1,-78,1424,1.586,1023,63,-2,-40,-2016,-8745,7282,946,877,775,904,,,,1,1,0.3394859
0D00:01:34.341662000,16,1.329403,103.7862,25,0.45,201.2,117656,4,0,-24,-14,-12,23,-2,-1,0,88,-38,-89,1393,1.595,1023,52,-24,-41,-1940,-8091,7393,807,876,753,815,,,,1,1,0.01235349
0D00:01:34.472262000,16,1.328914,103.7862,35,17.29,342.1,117912,6,0,-13,-6,-7,17,-6,2,0,100,-3,-101,1391,1.586,1023,59,-2,-52,-450,-7936,7991,824,825,775,811,,,,1,1,0.2087032
0D00:01:34.672265000,16,1.328946,103.7861,35,17.46,345.8,118304,3,1,-20,6,-3,3,-6,-2,0,202,24,-114,1352,1.604,1002,145,15,-57,237,-7583,7106,673,771,765,709,,,,1,1,0.3559686
0D00:01:34.872123000,16,1.328981,103.7861,35,18.77,351,118696,2,2,-50,17,2,-15,-2,-2,0,202,29,-110,1297,1.604,1002,145,15,-44,334,-6779,6860,433,722,817,497,,,,1,1,0.382399
0D00:01:35.072316000,16,1.329016,103.7861,35,19.4,357.9,119088,-2,3,-31,7,11,-45,0,-2,0,139,4,-89,1271,1.613,1023,95,-1,-38,921,-4620,6402,406,700,785,368,,,,1,1,0.3958965
0D00:01:35.345999000,16,1.329356,103.7862,29,7.93,156.9,119624,-3,3,-6,5,6,-63,4,6,0,139,-12,-92,1324,1.604,1023,96,-11,-49,353,-2987,8092,535,783,885,486,,,,1,1,0.2212341
0D00:01:35.472610000,16,1.329342,103.7862,30,9.87,143.4,119872,-3,-4,0,0,5,-68,4,-5,0,125,-10,-96,1342,1.604,1023,85,-2,-53,635,-2516,8101,541,875,856,564,,,,1,1,0.1273854
0D00:01:35.672945000,16,1.329125,103.7862,35,20.74,12.8,120264,10,4,-6,10,10,-69,3,3,0,113,-3,-85,1384,1.595,1023,63,-6,-44,756,-2215,9165,604,870,1070,634,,,,1,1,0.3977281
0D00:01:35.872714000,16,1.329312,103.7863,32,14.88,123.4,120656,-4,-4,51,30,1,-43,-2,-3,0,93,-3,-51,1477,1.569,1023,64,3,-46,662,-1999,10975,932,922,1004,1076,,,,1,1,0.3030135
0D00:01:36.076550000,16,1.329297,103.7863,32,19.65,115.6,121056,-3,0,13,22,-2,-16,5,-2,0,115,-1,-32,1497,1.569,1023,79,-1,-22,259,-1937,13277,951,986,1075,1083,,,,1,1,0.4082954
0D00:01:36.345886000,16,1.329281,103.7863,33,24.37,110.7,121584,-8,-2,7,10,-3,-3,7,0,0,82,-16,-8,1513,1.56,1023,62,-7,-7,-710,-2672,13323,1032,1037,1054,1104,,,,1,1,0.6690844
0D00:01:36.476676000,16,1.329267,103.7864,34,27.07,107.7,121840,-5,4,-7,6,-2,0,6,-4,0,59,-20,-22,1470,1.577,1023,44,-17,-9,-1006,-3439,12444,927,973,1002,974,,,,1,1,0.3609057
0D00:01:36.676556000,16,1.329254,103.7864,34,28.88,105.3,122232,-4,0,-4,-2,0,3,-7,-1,0,24,-12,-19,1380,1.586,1023,21,-8,-9,-1163,-2698,7120,818,825,756,746,,,,1,1,0.5884337
0D00:01:36.876445000,16,1.329243,103.7865,35,30.13,102.8,122624,0,0,7,-3,0,4,-2,-1,0,81,-6,-47,1338,1.604,1023,53,-4,-28,-1685,-2944,5203,740,693,651,720,,,,1,1,0.6139302
0D00:01:37.076455000,16,1.329235,103.7865,35,29.65,100.2,123016,-4,-7,6,-10,-5,7,-2,0,0,124,-3,-86,1301,1.604,1023,87,6,-50,-1596,-4540,4716,670,665,521,647,,,,1,1,0.6045154
0D00:01:37.345704000,16,1.329228,103.7866,36,29.58,97.6,123544,25,2,-3,-2,-9,12,1,0,0,191,-1,-139,1276,1.613,1023,110,-3,-79,-855,-5585,4463,519,515,594,671,,,,1,1,0.811864
0D00:01:37.476206000,16,1.329223,103.7866,37,29.99,96.1,123800,7,7,-14,9,-7,11,-6,2,0,197,-1,-145,1281,1.613,1023,136,-8,-80,-721,-5658,5156,563,560,623,594,,,,1,1,0.3989557
0D00:01:37.676288000,16,1.329219,103.7867,38,30.72,94.9,124192,-10,6,-65,14,4,-13,0,4,0,196,-1,-149,1287,1.604,1023,152,-7,-65,-112,-4391,6527,440,736,822,391,,,,1,1,0.6265565
0D00:01:37.876167000,16,1.329217,103.7868,39,31.34,93.3,124584,-5,-1,-15,0,10,-44,13,-4,0,152,-1,-131,1293,1.604,1023,107,1,-70,1052,-3336,7023,461,720,778,478,,,,1,1,0.6385533
0D00:01:38.076128000,16,1.329217,103.7868,39,32.51,90.6,124976,0,-6,4,-7,0,-51,-1,5,0,42,87,-92,1273,1.613,1023,27,62,-52,-99,-1527,6118,482,701,656,436,,,,1,1,0.6626638
0D00:01:38.345455000,16,1.329219,103.7869,40,34.16,88.5,125504,7,2,0,0,13,-60,20,-3,0,41,92,-19,1349,1.604,1023,18,56,-10,-22,-1289,7472,546,765,957,625,,,,1,1,0.93784
0D00:01:38.476434000,16,1.329224,103.7869,41,35.81,87,125760,-2,-19,21,6,11,-63,8,7,0,59,61,3,1407,1.586,1023,41,59,-6,-230,-1726,9114,715,910,961,779,,,,1,1,0.4781201
0D00:01:38.676409000,16,1.329229,103.787,41,36.32,85.5,126152,1,0,53,30,-7,-33,0,0,0,57,4,0,1530,1.551,1023,34,2,-19,-886,-2498,13077,1049,988,1104,1224,,,,1,1,0.7403764
0D00:01:38.876454000,16,1.329237,103.7871,42,37.31,84.4,126544,-8,3,21,26,-6,-16,-13,0,0,51,0,-3,1627,1.524,1023,41,-4,-9,-1349,-2246,17865,1285,1271,1284,1313,,,,1,1,0.7608235
0D00:01:39.076431000,16,1.329245,103.7871,43,37.81,83.3,126936,-10,-3,22,5,-2,-3,-4,1,0,41,0,35,1653,1.524,1023,37,4,11,-1869,-2467,17606,1393,1329,1266,1376,,,,1,1,0.7707574
0D00:01:39.357783000,16,1.329254,103.7872,44,38.31,82.6,127488,6,3,16,0,1,10,14,4,0,5,0,35,1683,1.498,1023,-4,-4,12,-2736,-2475,16054,1437,1266,1414,1492,,,,1,1,1.098735
0D00:01:39.476330000,16,1.329265,103.7873,45,38.89,82.1,127720,1,-2,2,0,2,13,6,-2,0,0,0,38,1724,1.489,1023,-3,3,19,-2907,-2267,11461,1497,1432,1462,1551,,,,1,1,0.4699585
0D00:01:39.676320000,16,1.329278,103.7874,47,39.68,80.6,128112,1,2,-3,8,5,9,1,1,0,-4,0,5,1847,1.427,1012,-5,-5,5,-4088,-811,6168,1742,1674,1771,1754,,,,1,1,0.80893
0D00:01:39.876409000,16,1.329294,103.7874,49,41.14,78.8,128504,-1,0,0,11,4,9,-1,0,0,-4,0,7,1949,1.365,1012,1,1,3,-4054,-206,10842,1955,1884,1953,1979,,,,1,1,0.8391092
0D00:01:40.076364000,16,1.329311,103.7875,50,42.65,77.4,128896,0,0,3,12,0,17,1,0,0,-4,0,0,2000,1.365,1023,-8,2,-9,-3473,485,7399,1975,1870,1945,2045,,,,1,1,0.8693253
0D00:01:40.358521000,16,1.32933,103.7876,53,44.8,77,129448,1,0,0,13,2,14,0,0,0,-3,0,-3,2000,1.382,1023,-12,4,0,-4833,849,3331,1974,1898,1979,2044,,,,1,1,1.288546
0D00:01:40.476849000,16,1.32935,103.7877,55,49.41,76.5,129680,-1,0,-1,13,7,16,1,-1,0,-2,0,-3,2000,1.373,1012,5,6,1,-5116,1666,1495,1990,1884,1984,2032,,,,1,1,0.5959823
0D00:01:40.677195000,16,1.329367,103.7877,57,44.5,76.6,130072,2,0,0,12,2,19,1,0,0,-2,7,-3,2000,1.373,1002,-18,9,0,-4321,231,-355,1969,1860,1957,2040,,,,1,1,0.908807
0D00:01:40.877046000,16,1.329381,103.7878,59,41.06,77.6,130464,0,0,0,16,-1,22,0,0,0,0,3,-3,2000,1.373,1002,-5,1,-1,-2915,-260,5182,1957,1850,1927,2047,,,,1,1,0.8364814
0D00:01:41.077394000,16,1.329389,103.7879,60,38.44,80.6,130856,-1,0,-2,19,4,25,0,0,0,0,1,-3,2000,1.373,1023,9,-4,4,-3622,-37,464,1965,1825,1940,2035,,,,1,1,0.7850537
0D00:01:41.350857000,16,1.329389,103.7879,61,35.87,85.8,131392,3,0,0,23,0,22,0,0,0,3,0,-3,2000,1.382,1002,-19,1,-1,-4030,1097,-1135,1907,1794,1933,2047,,,,1,1,0.9999101
0D00:01:41.481726000,16,1.329381,103.788,62,34.61,93.1,131648,0,-2,1,12,-3,20,1,0,0,18,-1,-3,2000,1.373,1002,14,14,-6,-3934,-923,831,1961,1871,1920,2047,,,,1,1,0.4617101
0D00:01:41.681669000,16,1.329364,103.7881,64,34.11,101.7,132040,2,0,4,11,-2,21,0,0,0,18,-3,-3,2000,1.365,1002,-2,5,-12,-4919,-4076,-1235,1965,1849,1904,2047,,,,1,1,0.6952147
0D00:01:41.861492000,15,1.329364,103.7881,64,33.33,111.3,132392,2,0,0,15,-2,22,0,0,0,19,-3,-3,2000,1.382,1012,-3,0,0,-4886,-3604,-2963,1953,1849,1927,2047,,,,1,1,0.6109583
0D00:01:41.882081000,15,1.329337,103.7881,65,33.33,111.3,132432,2,0,-2,19,-2,22,-1,0,0,37,-3,-12,2000,1.373,1012,6,0,0,-4603,-3321,639,1934,1847,1938,2047,,,,1,1,0.06995223
0D00:01:42.082159000,15,1.329301,103.7882,67,32.4,122.7,132824,-3,0,8,-3,-6,23,0,-2,0,91,-1,-50,1812,1.436,1012,65,0,-32,-3805,-13682,-2775,1741,1629,1536,1752,,,,1,1,0.6608081
0D00:01:42.351688000,15,1.329258,103.7882,69,31.06,135.8,133352,-2,0,-15,-21,-12,22,0,-2,0,196,-1,-23,1569,1.515,1023,145,-1,-7,-2826,-22478,-2099,1212,1250,1055,1166,,,,1,1,0.8533711
0D00:01:42.482544000,15,1.329211,103.7882,72,29.44,149.2,133608,-25,-13,-5,-47,-19,17,11,-5,0,202,-1,-1,1553,1.498,1023,174,13,1,-1308,-27336,4191,1230,1366,846,1110,,,,1,1,0.3927014
0D00:01:42.670277000,18,1.328757,103.788,59,60.92,100.9,133976,32,1,-13,-40,-24,14,-15,-6,0,180,-1,0,1576,1.48,1023,94,-2,5,-1908,-25885,9040,1173,1322,1042,1202,,,,1,1,0.05051206
0D00:01:42.682744000,14,1.329163,103.7882,75,27.95,162.4,134000,24,0,-16,-36,-24,14,-6,0,0,178,-1,0,1576,1.489,1023,99,-1,6,-2129,-25703,6942,1166,1294,1084,1194,,,,1,1,0.03552015
0D00:01:42.882789000,14,1.329117,103.7882,78,26.53,177.3,134392,8,0,24,1,-25,23,-10,4,0,166,-1,-3,1576,1.489,1012,106,-1,-10,-2028,-22165,9864,1256,1117,1007,1359,,,,1,1,0.5409984
0D00:01:43.070699000,15,1.329117,103.7882,78,25.22,194.4,134760,7,-5,11,13,-31,43,1,4,0,155,-1,-4,1570,1.48,1002,97,5,-6,-1740,-19004,10063,1174,1057,1006,1454,,,,1,1,0.4830877
0D00:01:43.083183000,15,1.329076,103.7882,80,25.22,194.4,134784,-2,1,25,13,-31,44,-4,0,0,153,-1,-4,1570,1.489,1002,107,-3,-11,-1466,-18807,10523,1262,1053,931,1444,,,,1,1,0.03209444
0D00:01:43.352601000,15,1.329039,103.7882,82,24.52,209.4,135312,8,1,32,23,-34,72,0,1,0,121,-1,-3,1595,1.462,1002,70,-2,-13,-1751,-15430,14304,1333,954,957,1649,,,,1,1,0.6734077
0D00:01:43.483547000,15,1.329007,103.7881,83,28.39,228.4,135568,8,-1,18,24,-35,81,9,2,0,101,-6,-3,1601,1.453,1023,57,-2,-8,-1957,-14188,7242,1294,961,1002,1685,,,,1,1,0.3789559
0D00:01:43.683458000,15,1.328977,103.7881,84,36.74,242.1,135960,0,1,-5,22,-32,90,5,-12,0,79,-3,-1,1603,1.471,1023,51,-3,1,-2446,-12053,11301,1275,1065,983,1635,,,,1,1,0.7486983
0D00:01:43.883811000,15,1.32895,103.788,85,44.79,249.4,136352,-10,2,-48,12,-21,74,-1,-3,0,43,-1,-1,1587,1.498,1023,38,-4,16,-3138,-10457,12189,1217,1195,1089,1327,,,,1,1,0.9147616
0D00:01:44.083945000,15,1.328927,103.7879,85,51.28,254,136744,-2,-2,-1,-12,-13,58,15,-2,0,33,-5,-1,1542,1.498,1023,23,0,0,-3596,-9549,6840,1208,1017,930,1307,,,,1,1,1.046164
0D00:01:44.353490000,15,1.328909,103.7878,84,56.25,258.2,137272,-4,-1,35,-25,-10,49,6,1,0,2,-92,-19,1392,1.542,1023,6,-58,-23,-3703,-7906,6564,1058,683,516,986,,,,1,1,1.545556
0D00:01:44.484414000,15,1.328894,103.7877,83,59.76,261.7,137528,-11,-8,48,-41,-16,60,1,3,0,0,-72,-23,1323,1.56,1023,12,-37,-29,-5027,-6309,3267,1011,584,221,866,,,,1,1,0.7975554
0D00:01:44.684571000,15,1.32888,103.7876,82,62.72,262.8,137920,-8,-5,47,-75,-50,93,1,2,0,0,-61,-29,1303,1.551,1023,8,-33,-32,-4582,-6097,3867,1081,650,115,937,,,,1,1,1.279699
0D00:01:44.884963000,15,1.328867,103.7874,81,64.65,263.4,138312,3,10,15,-68,-43,111,-9,0,0,-16,-25,-4,1313,1.56,1023,-13,-27,-7,-5056,-4427,3446,1059,606,115,858,,,,1,1,1.320626
0D00:01:45.084638000,15,1.328853,103.7873,81,65.77,263.4,138704,15,12,-35,-38,-14,101,-3,2,0,-22,-11,17,1323,1.56,1023,-30,-20,21,-4838,-2842,3476,897,572,445,767,,,,1,1,1.338698
0D00:01:45.276431000,16,1.328853,103.7873,81,66.54,263.7,139080,2,-1,-47,-9,0,65,-2,0,0,-5,-3,3,1315,1.577,1023,-6,0,18,-6035,-1042,3142,714,638,580,685,,,,1,1,1.300908
0D00:01:45.354020000,16,1.32884,103.7872,80,66.54,263.7,139232,-1,0,-33,-11,-2,54,6,0,0,-3,-1,0,1309,1.577,1023,0,-1,11,-4686,-616,2608,705,610,570,682,,,,1,1,0.5262765
0D00:01:45.484759000,16,1.328827,103.7871,81,66.98,263.9,139488,2,0,-17,-14,-3,44,3,0,0,0,2,-1,1303,1.569,1023,-2,2,6,-4831,-1165,2147,709,595,536,679,,,,1,1,0.8926502
0D00:01:45.684869000,16,1.328814,103.787,81,67.02,264.2,139880,0,2,-14,-13,-2,37,-1,0,0,8,15,-5,1303,1.577,1023,5,7,2,-4530,-1224,2659,725,607,540,647,,,,1,1,1.367112
0D00:01:45.884750000,16,1.3288,103.7868,81,67.48,263.2,140272,0,0,0,-16,-3,34,0,0,0,8,11,-16,1303,1.577,1023,5,7,-9,-3923,-1426,2127,737,596,504,682,,,,1,1,1.37492
0D00:01:46.084847000,16,1.328786,103.7867,82,67.6,263.4,140664,1,1,-2,-13,-1,32,-1,0,0,20,19,-19,1287,1.586,1023,12,11,-10,-3916,-791,1906,705,557,492,635,,,,1,1,1.378854
0D00:01:46.366348000,16,1.328771,103.7866,82,67.61,263.1,141216,-3,-3,13,-18,-2,33,1,-2,0,22,25,-19,1221,1.586,1023,17,19,-15,-3105,-1736,367,601,421,286,544,,,,1,1,1.94009
