timens,GPSnumSat,GPScoord0,GPScoord1,GPSaltitude,GPSspeedms,GPSgroundcourse,loopIteration,axisP0,axisP1,axisP2,axisI0,axisI1,axisI2,axisD0,axisD1,axisD2,rcCommand0,rcCommand1,rcCommand2,rcCommand3,vbatLatestV,rssi,gyroADC0,gyroADC1,gyroADC2,accSmooth0,accSmooth1,accSmooth2,motor0,motor1,motor2,motor3,flightModeFlagsflags,stateFlagsflags,failsafePhaseflags,rxSignalReceived,rxFlightChannelsValid,acceleration_G
0D00:01:46.484995000,16,1.328755,103.7865,83,67.33,262.6,141448,-6,-6,5,-23,-8,36,0,0,0,22,32,-22,1173,1.604,1023,20,27,-14,-2581,-1839,-201,496,371,167,427,,,,1,1,0.8143224
0D00:01:46.676878000,15,1.328755,103.7865,83,66.72,262.9,141824,-2,-3,13,-48,-33,51,0,-3,0,22,41,-23,1083,1.595,1023,16,30,-17,-1902,-2580,360,568,452,115,512,,,,1,1,1.305039
0D00:01:46.684991000,15,1.328741,103.7864,84,66.72,262.9,141840,-1,-1,16,-49,-33,51,-1,1,0,22,41,-23,1083,1.595,1023,16,28,-18,-1925,-2610,359,592,436,115,511,,,,1,1,0.05517832
0D00:01:46.884824000,7,1.329333,103.7861,29,10.33,150.8,142232,1,0,4,-49,-38,62,0,1,0,22,1,-4,1102,1.595,1023,13,0,-4,-1736,-2827,516,569,426,115,510,,,,1,1,0.09465692
0D00:01:47.084651000,15,1.328712,103.7861,85,63.29,262.8,142624,-2,0,10,-48,-35,65,0,2,0,32,0,-1,1110,1.595,1023,23,0,-4,-1939,-2888,587,631,431,115,541,,,,1,1,1.2892
0D00:01:47.366374000,15,1.328699,103.786,86,59.9,262.6,143176,-1,0,8,-51,-33,69,0,2,0,57,-34,0,1142,1.604,1023,38,-23,-3,-2093,-3031,1235,655,431,115,545,,,,1,1,1.720205
0D00:01:47.484750000,15,1.328682,103.7859,86,56.44,262.6,143408,0,0,15,-53,-34,76,-4,-1,0,51,-36,0,1147,1.595,1023,32,-23,-5,-2180,-3722,2106,724,461,115,620,,,,1,1,0.6810542
0D00:01:47.684588000,15,1.328654,103.7859,86,52.41,257.9,143800,0,7,6,-51,-31,86,-3,9,0,0,-21,12,1147,1.586,1023,-1,-21,4,-3061,-3090,2290,762,403,115,578,,,,1,1,1.067636
0D00:01:47.884830000,7,1.329271,103.7863,34,23.27,102.9,144192,5,3,-6,-47,-22,87,2,0,0,-16,-16,10,1147,1.604,1023,-15,-14,8,-2948,-2717,1730,636,344,115,533,,,,1,1,0.2133226
0D00:01:48.088685000,15,1.328559,103.7857,85,44.27,232.4,144592,3,0,-1,-39,-17,81,-5,0,0,-9,-1,7,1150,1.604,1023,-10,-1,4,-3634,-1697,1346,636,350,115,528,,,,1,1,0.919945
0D00:01:48.268014000,14,1.328559,103.7857,85,40.7,221.1,144944,0,0,-18,-34,-15,73,-4,0,0,-4,-1,5,1151,1.604,1023,-3,-1,9,-2948,-1333,770,514,326,115,408,,,,1,1,0.7440051
0D00:01:48.357844000,14,1.328502,103.7857,84,40.7,221.1,145120,8,8,-22,-28,-12,67,-1,-2,0,-4,-1,3,1154,1.613,1023,-11,-9,9,-2933,-1180,670,466,289,155,396,,,,1,1,0.3726892
0D00:01:48.488413000,14,1.328446,103.7857,83,36.48,208.9,145376,4,0,-15,-15,-5,56,0,0,0,-3,-1,3,1156,1.613,1023,-7,-1,7,-2882,-794,803,441,274,197,412,,,,1,1,0.485541
0D00:01:48.676203000,15,1.328446,103.7857,83,32.17,197.8,145744,6,1,-37,-6,-3,39,0,3,0,0,-1,0,1168,1.604,1023,-6,-2,13,-2825,-245,1027,365,347,355,354,,,,1,1,0.615821
0D00:01:48.688366000,15,1.328393,103.7856,82,32.17,197.8,145768,5,1,-34,-5,-3,38,2,-2,0,0,-1,-1,1170,1.604,1023,-6,-2,11,-2892,-281,1038,354,355,345,383,,,,1,1,0.03988621
0D00:01:48.888618000,15,1.328348,103.7857,81,27.63,184.5,146160,-1,3,-30,3,-2,16,-3,2,0,17,-1,-1,1227,1.604,1023,12,-4,10,-3043,-454,2077,455,503,513,430,,,,1,1,0.5640125
0D00:01:49.076334000,14,1.328348,103.7857,81,22.86,171.1,146528,-2,3,-10,6,-2,0,0,0,0,18,-1,-1,1303,1.586,1023,14,-4,3,-3874,-981,4175,601,644,666,608,,,,1,1,0.4374299
0D00:01:49.088513000,14,1.328311,103.7857,80,22.86,171.1,146552,0,3,-12,6,-1,0,-1,2,0,18,-1,-1,1313,1.595,1023,12,-4,4,-3777,-952,3982,617,663,699,622,,,,1,1,0.02838042
0D00:01:49.366165000,14,1.328283,103.7857,79,19.86,153.9,147096,0,0,6,0,3,-2,12,1,0,12,-30,-1,1560,1.533,1023,7,-20,-3,-5895,-639,11585,1144,1100,1185,1179,,,,1,1,0.5620967
0D00:01:49.476303000,9,1.328119,103.787,34,22.1,283.4,147312,5,0,-1,-1,3,0,-3,0,0,10,-17,-10,1456,1.577,1023,1,-11,-5,-5653,103,10564,947,930,957,929,,,,1,1,0.4689075
0D00:01:49.488790000,13,1.328262,103.7857,78,19.39,134.7,147336,-1,2,0,-1,3,0,-11,-1,0,12,-16,-19,1403,1.586,1023,9,-13,-10,-5565,-46,10230,875,856,814,787,,,,1,1,0.02468124
0D00:01:49.688734000,13,1.328248,103.7858,77,21.18,116.8,147728,-2,0,18,-9,0,7,0,1,0,18,-4,-19,1286,1.595,1023,15,-2,-17,-4347,-763,2456,680,563,511,627,,,,1,1,0.4316834
0D00:01:49.888590000,13,1.328241,103.7858,76,24.39,103.2,148120,-1,0,5,-11,0,16,-1,-1,0,22,-1,-16,1267,1.595,1023,16,0,-11,-3614,-1254,2330,635,548,465,579,,,,1,1,0.4968897
0D00:01:50.088553000,13,1.328237,103.7859,76,28.15,95.1,148512,1,0,13,-13,0,20,2,0,0,22,-1,-8,1233,1.604,1023,13,-1,-9,-3643,-1712,1548,592,426,390,542,,,,1,1,0.573798
0D00:01:50.280322000,14,1.328237,103.7859,76,31.73,91.4,148888,2,1,-6,-15,1,23,-6,0,0,37,0,-5,1214,1.604,1023,21,-1,0,-3326,-1873,1491,540,446,372,438,,,,1,1,0.6202681
0D00:01:50.370189000,14,1.328236,103.7859,75,31.73,91.4,149064,-6,-2,2,-17,0,24,6,8,0,15,0,-4,1191,1.604,1023,17,2,-3,-3480,-1569,1338,522,362,315,409,,,,1,1,0.2906707
0D00:01:50.501104000,14,1.328234,103.786,75,34.95,91.3,149320,-8,-4,32,-28,-4,31,1,0,0,1,8,-3,1142,1.604,1023,9,9,-13,-2997,-1594,627,559,298,115,431,,,,1,1,0.4664097
0D00:01:50.680603000,15,1.328234,103.786,75,36.73,91.3,149672,1,0,24,-38,-16,46,1,1,0,0,42,-3,1114,1.613,1023,-2,27,-10,-2662,-1623,1028,572,312,115,476,,,,1,1,0.6720691
0D00:01:50.700973000,15,1.328233,103.786,75,36.73,91.3,149712,3,0,6,-37,-16,47,1,2,0,0,43,-3,1114,1.613,1023,-4,27,-4,-3054,-1253,1131,484,291,115,395,,,,1,1,0.0762681
0D00:01:50.901090000,15,1.328233,103.7861,75,37.92,90.3,150104,-1,-1,6,-40,-20,55,1,1,0,-1,36,-1,1124,1.604,1023,1,25,-3,-2020,-1452,748,539,348,115,452,,,,1,1,0.7735409
0D00:01:51.101220000,15,1.328234,103.7862,76,38.73,89.2,150496,6,5,4,-33,-15,57,8,-2,0,-6,0,0,1201,1.604,1023,-11,-6,-2,-2354,-986,889,578,351,208,552,,,,1,1,0.7901157
0D00:01:51.280816000,14,1.328234,103.7862,76,39.43,88.1,150848,7,3,-38,-9,0,47,-7,0,0,-2,0,-1,1324,1.595,1023,-10,-4,13,-2508,-483,3236,724,662,641,662,,,,1,1,0.7218624
0D00:01:51.370598000,14,1.328237,103.7863,76,39.43,88.1,151024,5,0,-28,-4,2,38,5,0,0,0,0,-1,1336,1.595,1023,-5,1,9,-3400,-405,4869,710,656,688,734,,,,1,1,0.3608669
0D00:01:51.501144000,14,1.32824,103.7863,76,39.82,87.9,151280,4,0,-14,-1,2,28,0,0,0,21,-3,-1,1270,1.604,1023,7,0,5,-2966,-384,3575,593,519,544,595,,,,1,1,0.5299023
0D00:01:51.680755000,15,1.32824,103.7863,76,41.09,87.3,151632,1,1,-7,-10,-2,23,3,0,0,12,-60,-3,1277,1.595,1023,6,-40,1,-3156,-739,2681,625,553,529,600,,,,1,1,0.7523156
0D00:01:51.701139000,15,1.328244,103.7864,77,41.09,87.3,151672,6,4,-6,-9,-1,22,4,0,0,11,-61,-4,1287,1.595,1023,1,-44,0,-3156,-773,2804,637,552,568,631,,,,1,1,0.08538008
0D00:01:51.901302000,15,1.32825,103.7865,77,42.53,86.5,152064,5,0,-23,2,2,10,1,-1,0,3,-58,-22,1312,1.595,1002,-4,-36,-4,-4038,-793,4481,597,656,701,638,,,,1,1,0.8677811
0D00:01:52.080842000,14,1.32825,103.7865,77,42.11,85.7,152416,0,-2,-18,6,0,-1,2,-2,0,16,-3,-23,1230,1.604,1002,12,0,-6,-3548,-722,2813,409,519,534,464,,,,1,1,0.770686
0D00:01:52.101156000,14,1.328256,103.7866,78,42.11,85.7,152456,-4,-3,-4,5,0,-2,-4,0,0,18,-3,-23,1228,1.604,1002,16,2,-11,-3568,-763,2667,459,511,478,462,,,,1,1,0.08719904
0D00:01:52.370466000,14,1.328263,103.7866,78,40.42,84.9,152984,-4,2,-17,4,-1,-12,-7,0,0,9,-1,-22,1224,1.604,971,11,-3,-6,-3191,-811,2446,418,554,520,383,,,,1,1,1.109634
0D00:01:52.500965000,14,1.32827,103.7867,79,38.95,84.2,153240,1,-2,3,3,0,-13,0,2,0,8,-1,-23,1224,1.604,982,4,2,-14,-2655,-750,2403,432,478,506,460,,,,1,1,0.5181382
0D00:01:52.700986000,14,1.328276,103.7868,79,37.8,84.3,153632,0,0,-2,2,0,-13,-2,2,0,14,-1,-23,1224,1.604,982,10,0,-12,-3037,-1088,2390,441,502,510,423,,,,1,1,0.7707231
0D00:01:52.901340000,14,1.328281,103.7868,79,37,84.8,154024,3,-1,0,-3,3,-11,2,-2,0,22,-1,-25,1223,1.604,1023,11,1,-13,-3151,-1345,2624,434,489,499,446,,,,1,1,0.7556675
0D00:01:53.101320000,14,1.328287,103.7869,80,36.08,84.7,154416,-1,-2,0,-4,2,-6,-6,0,0,25,-1,-19,1224,1.595,1023,17,2,-10,-2730,-1658,2479,485,509,457,426,,,,1,1,0.7355024
0D00:01:53.370883000,14,1.328292,103.7869,80,35.21,84.7,154944,3,0,-12,-1,1,-3,-3,-2,0,4,-1,-5,1231,1.604,1023,-1,0,2,-2734,-869,3288,447,526,513,447,,,,1,1,0.9675141
0D00:01:53.501434000,14,1.328297,103.787,80,34.64,85.8,155200,4,-4,-9,-1,3,-3,-8,-5,0,15,-1,-4,1253,1.604,1023,5,4,1,-2561,-1314,3173,494,590,530,498,,,,1,1,0.4609874
0D00:01:53.701717000,14,1.328305,103.7871,80,34.07,85.3,155592,5,0,-10,3,3,-9,2,-2,0,20,-1,-4,1276,1.595,1023,7,-1,1,-3387,-1152,4290,504,591,650,554,,,,1,1,0.6955802
0D00:01:53.881027000,9,1.3285,103.7863,25,16.91,318.9,155944,0,-2,5,5,0,-13,0,0,0,17,-15,-4,1282,1.595,1023,11,-8,-4,-3052,-1088,4475,554,597,612,585,,,,1,1,0.3587161
0D00:01:53.893509000,13,1.328322,103.7871,80,32.55,78.3,155968,-1,-2,-1,5,0,-13,-3,-2,0,17,-15,-4,1281,1.595,1023,12,-8,-2,-3117,-1132,4458,539,630,607,564,,,,1,1,0.04141581
0D00:01:54.081155000,14,1.328322,103.7871,80,30.65,67.9,156336,0,0,2,4,0,-15,4,2,0,7,-34,-5,1277,1.595,1023,5,-23,-4,-3129,-1183,4360,536,583,628,561,,,,1,1,0.5862742
0D00:01:54.101456000,14,1.328346,103.7872,81,30.65,67.9,156376,-1,1,2,3,0,-15,1,2,0,5,-35,-5,1277,1.595,1023,5,-24,-4,-3164,-1027,4354,547,593,619,550,,,,1,1,0.06342769
0D00:01:54.281006000,15,1.328346,103.7872,81,28.29,55.8,156728,0,5,1,6,0,-17,0,-2,0,0,-29,-12,1254,1.604,1023,0,-24,-7,-3501,-1313,4104,487,547,584,503,,,,1,1,0.5177849
0D00:01:54.370740000,15,1.328378,103.7872,81,28.29,55.8,156904,4,-2,1,9,-1,-19,-4,-3,0,0,-16,-13,1226,1.613,1023,-5,-7,-7,-3136,-845,3615,389,508,523,472,,,,1,1,0.2587742
0D00:01:54.501271000,15,1.328413,103.7872,81,26.13,43.6,157160,0,-3,-7,13,-7,-23,1,2,0,0,-24,-15,1216,1.604,1023,0,-12,-5,-2826,-897,3006,325,510,542,435,,,,1,1,0.3476835
0D00:01:54.701539000,15,1.328452,103.7873,81,24.27,30.1,157552,-1,4,14,14,-3,-27,-5,-1,0,0,-12,-16,1214,1.595,1023,1,-12,-14,-3024,-770,3090,401,466,496,433,,,,1,1,0.4954643
0D00:01:54.901517000,15,1.32849,103.7873,82,22.38,15.7,157944,0,0,-8,15,-3,-30,3,6,0,0,-1,-16,1234,1.604,1023,0,-1,-6,-2831,-932,3428,364,531,629,434,,,,1,1,0.4562189
0D00:01:55.101268000,15,1.328527,103.7873,82,20.98,0.1,158336,1,0,5,14,-1,-32,3,0,0,0,-1,-16,1254,1.604,1012,-2,0,-11,-3199,-1142,3803,417,553,629,521,,,,1,1,0.4271943
0D00:01:55.374673000,15,1.328561,103.7872,82,20.75,344.9,158872,-1,2,12,7,1,-27,8,5,0,21,-1,-19,1326,1.586,1012,16,-3,-14,-3239,-1144,6190,629,657,765,654,,,,1,1,0.5783031
0D00:01:55.501146000,15,1.328592,103.7872,82,21.36,328.5,159120,-3,1,8,3,2,-22,4,0,0,13,-1,-22,1329,1.595,1023,11,-2,-15,-2728,-1023,6132,648,695,736,651,,,,1,1,0.2753785
0D00:01:55.701207000,15,1.328618,103.7872,82,22.82,314,159512,-2,-2,11,-2,4,-13,-1,-1,0,0,0,-12,1275,1.604,1023,3,2,-10,-2915,-1318,4848,587,590,566,549,,,,1,1,0.4653814
0D00:01:55.884893000,9,1.328757,103.7862,23,14.76,345.8,159872,-1,0,2,-1,2,-6,1,1,0,-3,0,-4,1231,1.595,1023,0,1,-3,-2389,-933,3237,484,491,498,460,,,,1,1,0.3012545
0D00:01:55.901257000,14,1.32864,103.7871,82,24.28,303,159904,0,0,-3,-1,1,-6,-1,7,0,-3,3,-4,1230,1.595,1012,-3,1,-1,-2358,-977,3209,484,490,521,430,,,,1,1,0.04050132
0D00:01:56.105300000,14,1.328658,103.7871,83,26.05,294.8,160304,-1,2,-4,1,0,-5,-6,-1,0,-3,37,-3,1218,1.604,1012,-1,22,0,-1974,-483,2519,452,493,466,418,,,,1,1,0.5418267
0D00:01:56.284795000,15,1.328658,103.7871,83,27.92,289.2,160656,-3,4,0,0,0,-3,0,-5,0,-3,0,-3,1257,1.595,1012,1,-4,-2,-2280,-663,3164,538,554,532,520,,,,1,1,0.5108563
0D00:01:56.374597000,15,1.328674,103.787,83,27.92,289.2,160832,0,0,3,0,2,-2,-1,1,0,-3,0,-3,1277,1.595,1023,-2,-1,-3,-2616,-871,4002,596,567,578,566,,,,1,1,0.2555833
0D00:01:56.484824000,9,1.328834,103.7861,24,14.56,349.6,161048,1,1,1,-1,2,0,3,0,0,0,-1,-1,1282,1.595,1023,-2,-2,-1,-2309,-650,4183,593,567,603,586,,,,1,1,0.3149769
0D00:01:56.505445000,14,1.328687,103.787,83,29.69,285.6,161088,0,0,1,-1,3,0,1,0,0,0,-1,-1,1281,1.595,1023,0,-1,-1,-2084,-643,4200,596,575,590,579,,,,1,1,0.06240953
0D00:01:56.684772000,9,1.32886,103.7861,24,14.82,351.8,161440,0,-1,0,0,2,0,0,0,0,1,-1,-3,1277,1.604,1023,1,0,-1,-2322,-664,4099,579,577,575,576,,,,1,1,0.3020621
0D00:01:56.705325000,15,1.328699,103.7869,83,31.08,282.9,161480,0,-1,8,0,1,0,0,0,0,1,-1,-1,1277,1.595,1023,1,0,-4,-2331,-485,4012,598,552,558,599,,,,1,1,0.06511593
0D00:01:56.905347000,15,1.32871,103.7869,83,32.26,281.3,161872,0,0,0,3,1,0,4,0,0,44,-3,-4,1273,1.604,1023,29,-2,-2,-2565,-442,4026,555,549,589,582,,,,1,1,0.6577686
0D00:01:57.105212000,15,1.328719,103.7868,83,33.05,279.7,162264,-3,2,0,1,1,-1,-6,2,0,38,-1,-12,1268,1.604,1002,28,-3,-7,-2519,-789,3667,593,563,555,523,,,,1,1,0.6733474
0D00:01:57.374432000,15,1.328728,103.7868,83,33.81,279,162792,2,0,-6,0,0,-2,3,0,0,0,-1,-12,1249,1.604,982,-3,0,-4,-2435,-563,3267,484,525,554,517,,,,1,1,0.9278622
0D00:01:57.504983000,15,1.328736,103.7867,83,34.56,277.8,163048,1,0,-9,3,0,-4,-4,0,0,9,-1,-15,1247,1.604,961,5,-1,-5,-2544,-449,3102,484,548,548,484,,,,1,1,0.4599228
0D00:01:57.705204000,15,1.328744,103.7866,83,35.52,277.3,163440,0,0,6,2,1,-4,-3,0,0,32,0,-16,1247,1.604,961,20,0,-11,-2386,-601,3115,523,511,515,516,,,,1,1,0.7249592
0D00:01:57.905330000,15,1.328752,103.7866,83,36.05,277.2,163832,-1,0,0,0,2,-4,2,-2,0,64,0,-22,1254,1.595,982,42,0,-12,-2759,-863,3229,518,535,543,525,,,,1,1,0.7354273
0D00:01:58.105382000,15,1.32876,103.7865,83,35.96,276.7,164224,0,0,-6,-1,4,-4,-2,0,0,69,0,-41,1250,1.604,1002,43,0,-20,-2430,-1399,3275,513,543,547,485,,,,1,1,0.7333201
0D00:01:58.382855000,15,1.328767,103.7864,84,35.9,276.6,164768,3,-4,11,2,5,-5,4,0,0,130,-22,-110,1254,1.604,1012,83,-10,-66,-2209,-2337,3720,521,490,543,566,,,,1,1,1.015421
0D00:01:58.505301000,15,1.328774,103.7864,84,36.34,275.8,165008,0,-4,20,6,2,1,15,-2,0,193,-33,-116,1270,1.595,1023,138,-16,-72,-2154,-2613,4513,551,470,554,676,,,,1,1,0.4535869
0D00:01:58.705598000,15,1.328781,103.7863,84,36.98,276,165400,-3,1,15,5,0,13,7,-4,0,206,-46,-130,1291,1.595,1023,156,-31,-80,-1130,-3342,5133,646,522,555,700,,,,1,1,0.7550441
0D00:01:58.905610000,15,1.328788,103.7862,85,37.47,276.3,165792,-10,2,9,2,-4,25,1,-6,0,235,-92,-151,1326,1.586,1002,195,-62,-93,-536,-2269,7389,752,626,564,763,,,,1,1,0.7639602
0D00:01:59.085221000,14,1.328788,103.7862,85,37.11,275.6,166144,-4,-19,12,-4,-11,31,-6,-15,0,235,-108,-161,1356,1.577,982,189,-50,-101,83,-1084,8059,766,781,490,913,,,,1,1,0.6794459
0D00:01:59.105456000,14,1.328793,103.7862,85,37.11,275.6,166184,-21,21,24,-7,-12,32,-8,30,0,235,-107,-161,1357,1.586,982,206,-91,-105,-6,-584,8042,1047,604,612,695,,,,1,1,0.07654647
0D00:01:59.387149000,14,1.328791,103.7861,86,36.39,272,166736,0,-11,-20,-7,-4,21,-19,5,0,209,-96,-160,1378,1.577,961,155,-50,-89,-1265,-659,7799,823,867,692,747,,,,1,1,1.044935
0D00:01:59.497446000,16,1.328791,103.7861,86,35.2,265.3,166952,0,4,-22,0,-8,11,-3,-4,0,148,-96,-130,1415,1.56,961,101,-66,-67,-1383,328,9277,819,914,853,844,,,,1,1,0.395765
0D00:01:59.505560000,16,1.328781,103.786,87,35.2,265.3,166968,0,1,-9,0,-8,10,-2,-1,0,147,-96,-130,1415,1.569,961,100,-64,-71,-1124,306,9083,847,881,828,873,,,,1,1,0.02911445
0D00:01:59.697840000,15,1.328781,103.786,87,34.12,256.2,167344,0,0,1,0,-1,5,-8,0,0,54,-79,-69,1361,1.577,1023,34,-50,-38,-1351,211,7933,780,753,707,751,,,,1,1,0.6687659
0D00:01:59.705954000,15,1.328762,103.786,87,34.12,256.2,167360,-1,0,-9,-1,-1,6,3,0,0,47,-79,-67,1360,1.577,1023,32,-51,-33,-1668,212,7883,732,754,753,743,,,,1,1,0.02822117
0D00:01:59.897772000,16,1.328762,103.786,87,32.27,246.7,167736,2,2,-2,0,0,2,1,0,0,40,-73,-83,1315,1.586,1023,24,-49,-44,-1144,349,6387,649,640,669,659,,,,1,1,0.6309854
0D00:01:59.905879000,16,1.328736,103.7859,88,32.27,246.7,167752,1,2,-3,0,0,2,-3,0,0,40,-73,-83,1315,1.595,1023,25,-49,-44,-1101,282,6336,658,657,660,642,,,,1,1,0.02666798
0D00:02:00.107694000,16,1.328704,103.7859,89,30.04,237,5312,0,0,-4,3,-1,0,0,0,0,0,82,27,1312,1.817,1012,0,53,16,184,-243,7391,634,651,662,645,,,,1,1,0.6179941
0D00:02:00.385311000,16,1.32867,103.7859,89,27.34,227.2,5856,-1,-2,-2,0,-3,2,9,0,0,-46,4,63,1321,1.817,1002,-28,6,35,-94,-242,7410,637,661,670,698,,,,1,1,0.7737053
0D00:02:00.507682000,16,1.328636,103.7858,90,24.36,218.9,6096,0,0,-3,0,-1,4,2,2,0,-82,0,74,1296,1.817,1002,-52,-1,42,144,-143,6518,619,606,620,617,,,,1,1,0.3038693
0D00:02:00.715625000,16,1.328604,103.7858,91,21.21,208.4,6504,0,2,5,1,0,5,0,0,0,-89,23,85,1276,1.808,1012,-58,12,45,422,786,5395,601,546,560,592,,,,1,1,0.4495893
0D00:02:00.907643000,16,1.328573,103.7858,91,18.16,196.1,6880,0,1,1,1,0,8,2,1,0,-95,63,110,1268,1.826,1012,-61,38,61,53,728,4715,578,522,558,577,,,,1,1,0.3554584
0D00:02:01.107489000,16,1.328545,103.7858,90,16.56,174.8,7272,0,0,0,0,0,8,0,1,0,-66,100,102,1271,1.817,1012,-43,64,57,765,830,4598,581,541,557,579,,,,1,1,0.3373547
0D00:02:01.389063000,16,1.32852,103.7859,90,18.01,145.8,7824,0,0,-11,0,-4,3,0,2,0,-73,52,40,1296,1.808,1012,-46,32,26,584,1227,5950,601,636,625,600,,,,1,1,0.5124625
0D00:02:01.507246000,16,1.328503,103.7859,88,25.04,119.1,8056,6,-3,-13,2,-4,0,6,5,0,-23,25,1,1296,1.808,1012,-22,20,5,157,1231,5898,551,616,668,627,,,,1,1,0.3016618
0D00:02:01.707030000,16,1.328497,103.786,87,33.75,101.6,8448,3,0,5,3,-2,0,0,0,0,-2,0,-3,1240,1.817,1023,-5,-1,-4,-24,1403,3740,497,479,497,534,,,,1,1,0.6873303
0D00:02:01.911130000,16,1.328503,103.7861,85,41.43,89.8,8848,2,0,-11,4,0,0,-2,1,0,0,0,-29,1318,1.808,1023,-3,1,-12,-961,1152,5294,630,671,695,645,,,,1,1,0.8619636
0D00:02:02.110973000,16,1.328518,103.7862,83,48.63,82.4,9240,0,0,-8,5,1,0,15,-2,0,8,0,-4,1363,1.808,1023,5,1,1,-1107,1257,6762,691,727,808,781,,,,1,1,0.990659
0D00:02:02.298575000,15,1.328518,103.7862,83,54.23,79.2,9608,2,-1,-4,5,1,-2,4,-1,0,1,-1,-1,1370,1.799,1012,-2,1,1,-1408,828,6523,722,755,807,780,,,,1,1,1.03707
0D00:02:02.388357000,15,1.328539,103.7863,82,54.23,79.2,9784,1,3,-4,5,3,-3,0,-4,0,0,18,-1,1382,1.781,1012,-2,9,1,-1548,1161,6437,759,786,830,786,,,,1,1,0.4963178
0D00:02:02.510579000,15,1.328563,103.7864,80,58.3,77.2,10024,0,0,18,5,3,-4,-1,7,0,-3,47,-1,1396,1.772,992,-1,30,-7,-1364,890,6811,862,760,821,832,,,,1,1,0.726355
0D00:02:02.719088000,15,1.328589,103.7865,79,61.05,77,10432,-1,-2,0,4,1,-2,-1,0,0,-4,2,0,1426,1.764,930,-1,4,0,-1123,669,6424,869,885,889,876,,,,1,1,1.297602
0D00:02:02.919200000,15,1.328617,103.7866,77,62.93,76.4,10824,2,0,10,4,2,-1,-1,-1,0,-3,-22,0,1537,1.746,930,-5,-15,-4,-1614,284,10024,1116,1071,1101,1134,,,,1,1,1.283695
0D00:02:03.110780000,15,1.328645,103.7867,76,64.3,76.1,11200,-4,-2,-1,5,3,0,-10,5,0,-3,-38,3,1680,1.648,930,3,-22,2,-3364,477,13191,1428,1404,1393,1360,,,,1,1,1.255718
0D00:02:03.388217000,15,1.328674,103.7868,74,65.09,75.8,11744,-1,1,0,10,8,-2,0,0,0,-3,5,1,1786,1.569,1002,0,1,1,-5178,2010,12330,1605,1575,1659,1607,,,,1,1,1.840813
0D00:02:03.518969000,15,1.328704,103.7869,73,65.7,75.6,12000,0,0,-10,11,9,-2,4,3,0,-3,28,1,1794,1.586,1023,-3,19,6,-5370,2487,4872,1594,1592,1718,1607,,,,1,1,0.8756785
0D00:02:03.718794000,15,1.328736,103.787,72,65.98,74.8,12392,-1,-3,7,8,3,0,-5,4,0,-3,0,1,1609,1.728,1023,-1,4,-2,-3795,650,2930,1272,1224,1246,1265,,,,1,1,1.343981
0D00:02:03.910907000,15,1.328767,103.7872,71,66.06,74.7,12768,-7,-2,4,6,-2,2,-2,7,0,-3,0,1,1527,1.737,1023,6,2,-1,-3475,-1110,-1499,1116,1072,1068,1084,,,,1,1,1.293678
0D00:02:04.110768000,15,1.328798,103.7873,70,66.41,74.9,13160,0,1,4,5,-5,7,0,3,0,-3,0,1,1460,1.755,1023,-1,-2,-1,-2750,-624,-2224,964,914,931,986,,,,1,1,1.352984
0D00:02:04.392370000,15,1.32883,103.7874,71,66.18,74.9,13712,-4,-1,0,9,-5,7,-6,-3,0,19,-3,5,1443,1.764,1023,17,-1,3,-3377,-139,-1796,911,925,870,951,,,,1,1,1.899737
0D00:02:04.510729000,15,1.328861,103.7875,71,65.81,74.7,13944,-4,-1,-4,6,-5,6,0,0,0,25,-2,16,1440,1.755,1023,20,-1,10,-3826,-569,-1708,897,914,892,930,,,,1,1,0.7940067
0D00:02:04.690465000,7,1.328861,103.7875,71,65.27,74.9,14296,3,0,-4,2,-4,6,-4,1,0,0,-5,12,1455,1.764,1023,-3,-4,8,-3575,-752,-669,934,941,929,951,,,,1,1,1.195858
0D00:02:04.702689000,7,1.32889,103.7876,72,65.27,74.9,14320,2,1,14,2,-4,6,0,1,0,0,-5,12,1456,1.755,1023,-3,-4,2,-3401,-546,-562,972,890,902,1000,,,,1,1,0.08133134
0D00:02:04.902619000,7,1.328913,103.7877,73,64.95,76.3,14712,0,2,-8,5,0,4,-1,0,0,-4,-1,4,1478,1.746,1023,-2,-3,5,-3880,355,764,975,984,1004,978,,,,1,1,1.323696
0D00:02:05.102486000,7,1.328925,103.7878,74,60.62,80.2,15104,0,1,-6,8,0,0,5,1,0,-7,-1,3,1500,1.728,1023,-5,-3,4,-3825,1099,2066,995,1006,1082,1038,,,,1,1,1.23506
0D00:02:05.380048000,7,1.328926,103.7879,74,55.58,86.4,15648,-2,2,-12,10,4,-3,5,-1,0,-9,-1,0,1560,1.719,1023,-4,-3,4,-4317,1651,4053,1101,1148,1224,1135,,,,1,1,1.572568
0D00:02:05.502809000,7,1.328917,103.788,75,52.51,91.7,15888,-3,-3,2,9,3,-4,-6,-5,0,-9,-1,0,1570,1.719,1023,-3,2,-1,-4576,918,3994,1161,1186,1164,1179,,,,1,1,0.657103
0D00:02:05.702666000,7,1.328893,103.7881,75,50.45,99.7,16280,-3,0,-4,7,3,-2,-11,0,0,-5,-1,0,1623,1.675,1023,0,0,1,-3936,78,4582,1286,1304,1284,1247,,,,1,1,1.027807
